ID заказа,Дата отправки,Расстояние (км),Опыт водителя (лет),Вес груза (кг),Тип груза,Погодные условия,Сезон,Время суток,День недели,Задержка доставки (дней),Группа опыта
OR96544,2020-10-20,786,,11498,Обычный,Туман,Осень,Вечер,Вторник,0,
OD91129,2020-10-21,1450,24,20256,Обычный,Ясно,Осень,Ночь,Среда,2,21-30
OR41448,2020-10-21,1436,14,15769,Замороженный,Ясно,Осень,Ночь,Среда,1,11-20
DL43168,2020-10-21,1188,14,12156,Опасный,Ясно,Осень,Вечер,Среда,0,11-20
DL89551,2020-10-21,869,11,6992,Опасный,Ясно,Осень,День,Среда,0,11-20
OR71080,2020-10-21,906,12,13633,Обычный,Ясно,Осень,Ночь,Среда,0,11-20
DL51979,2020-10-22,1678,30,27039,Замороженный,Дождь,Осень,Вечер,Четверг,4,21-30
OR62791,2020-10-22,1646,24,31624,Опасный,Дождь,Осень,Вечер,Четверг,4,21-30
OR50744,2020-10-22,830,16,7564,Опасный,Ясно,Осень,Вечер,Четверг,0,11-20
OR47016,2020-10-22,872,16,22652,Обычный,Ясно,Осень,День,Четверг,2,11-20
OR37656,2020-10-22,1268,19,14060,Обычный,Ясно,Осень,Ночь,Четверг,2,11-20
DL42699,2020-10-23,702,15,11643,Опасный,Дождь,Осень,Ночь,Пятница,0,11-20
OR62368,2020-10-23,1133,12,6824,Замороженный,Дождь,Осень,Вечер,Пятница,0,11-20
DL28912,2020-10-23,479,16,6266,Замороженный,Дождь,Осень,Вечер,Пятница,0,11-20
OD39756,2020-10-23,1788,26,18580,Обычный,Дождь,Осень,День,Пятница,3,21-30
OD59136,2020-10-23,476,10,8503,Обычный,Ясно,Осень,Утро,Пятница,0,6-10
DL57824,2020-10-23,1007,10,8540,Опасный,Туман,Осень,Утро,Пятница,0,6-10
DL35106,2020-10-23,757,13,14748,Замороженный,Ясно,Осень,Вечер,Пятница,0,11-20
OD10806,2020-10-23,934,12,15818,Обычный,Дождь,Осень,Утро,Пятница,0,11-20
OR55842,2020-10-23,444,10,11534,Опасный,Туман,Осень,Утро,Пятница,0,6-10
OR82394,2020-10-23,1900,28,27965,Обычный,Снег,Осень,Утро,Пятница,4,21-30
OR10399,2020-10-23,390,10,7974,Хрупкий,Ясно,Осень,Утро,Пятница,0,6-10
OR23634,2020-10-23,1058,11,12999,Опасный,Дождь,Осень,Утро,Пятница,0,11-20
OR63174,2020-10-24,914,10,13360,Опасный,Ясно,Осень,День,Суббота,0,6-10
OR31456,2020-10-24,454,12,6236,Обычный,Ясно,Осень,День,Суббота,0,11-20
OR86818,2020-10-24,743,16,11829,Хрупкий,Ясно,Осень,Вечер,Суббота,0,11-20
DL10751,2020-10-24,1576,17,16239,Опасный,Туман,Осень,Вечер,Суббота,2,11-20
OR78305,2020-10-25,598,7,6844,Хрупкий,Ясно,Осень,День,Воскресенье,0,6-10
OD63183,2020-10-25,692,7,8543,Замороженный,Ясно,Осень,Утро,Воскресенье,0,6-10
DL77757,2020-10-25,601,15,8655,Обычный,Ясно,Осень,Ночь,Воскресенье,0,11-20
OR94095,2020-10-25,788,15,13388,Замороженный,Дождь,Осень,Утро,Воскресенье,1,11-20
OR35770,2020-10-25,768,7,11683,Обычный,Ясно,Осень,Ночь,Воскресенье,0,6-10
OD59012,2020-10-25,421,11,11085,Опасный,Снег,Осень,День,Воскресенье,0,11-20
OD30567,2020-10-26,1246,10,7205,Обычный,Дождь,Осень,День,Понедельник,0,6-10
DL15733,2020-10-26,1480,19,16917,Обычный,,Осень,Ночь,Понедельник,2,11-20
DL65940,2020-10-26,392,13,8986,Обычный,Туман,Осень,Ночь,Понедельник,0,11-20
OR73722,2020-10-26,445,10,13332,Опасный,Туман,Осень,Вечер,Понедельник,0,6-10
DL70482,2020-10-26,903,17,18508,Опасный,Ясно,Осень,День,Понедельник,1,11-20
OR27536,2020-10-27,2132,35,30741,Обычный,Ясно,Осень,Утро,Вторник,5,30+
OR44580,2020-10-27,917,12,12556,Замороженный,Дождь,Осень,Утро,Вторник,0,11-20
OD72173,2020-10-27,598,8,7719,Обычный,Ясно,Осень,Утро,Вторник,0,6-10
OR77170,2020-10-27,935,12,11077,Опасный,Ясно,Осень,День,Вторник,1,11-20
OR32729,2020-10-28,597,12,11582,Обычный,Ясно,Осень,Ночь,Среда,0,11-20
OD35530,2020-10-28,1289,15,15546,Обычный,Туман,Осень,День,Среда,2,11-20
OD66379,2020-10-28,388,10,6981,Хрупкий,Туман,Осень,Утро,Среда,0,6-10
DL48816,2020-10-28,413,16,10289,Обычный,Ясно,Осень,День,Среда,0,11-20
OR22163,2020-10-29,712,16,8679,Обычный,Дождь,Осень,Утро,Четверг,0,11-20
OD12431,2020-10-29,778,14,14383,Обычный,Ясно,Осень,День,Четверг,1,11-20
OD88683,2020-10-29,461,14,10196,Хрупкий,Туман,Осень,Вечер,Четверг,0,11-20
OD77188,2020-10-29,2296,,36793,Обычный,Ясно,Осень,Вечер,Четверг,7,
DL87427,2020-10-29,1671,20,24203,Обычный,Снег,Осень,Ночь,Четверг,3,11-20
DL91156,2020-10-29,742,9,7685,Хрупкий,Ясно,Осень,Вечер,Четверг,0,6-10
OR80231,2020-10-29,509,8,7479,Хрупкий,,Осень,Вечер,Четверг,0,6-10
OD98630,2020-10-29,717,14,15764,Опасный,Ясно,Осень,Ночь,Четверг,1,11-20
DL80673,2020-10-29,576,13,14479,Хрупкий,Ясно,Осень,Утро,Четверг,0,11-20
OR35042,2020-10-29,1459,16,17981,Обычный,Дождь,Осень,Вечер,Четверг,1,11-20
OD38952,2020-10-30,963,14,9248,Замороженный,,Осень,День,Пятница,0,11-20
OD30482,2020-10-30,901,11,6784,Хрупкий,Дождь,Осень,Вечер,Пятница,0,11-20
OR37128,2020-10-31,1918,24,27211,Обычный,Дождь,Осень,День,Суббота,4,21-30
OD87018,2020-10-31,880,17,17723,Замороженный,Ясно,Осень,Ночь,Суббота,1,11-20
OD49230,2020-10-31,1575,28,29819,Замороженный,Ясно,Осень,Утро,Суббота,5,21-30
OR24203,2020-10-31,1748,22,20272,Опасный,Дождь,Осень,Ночь,Суббота,3,21-30
DL34786,2020-10-31,1255,13,14224,Опасный,Дождь,Осень,Утро,Суббота,1,11-20
DL41425,2020-11-01,718,11,15718,Замороженный,Ясно,Осень,Утро,Воскресенье,0,11-20
DL12767,2020-11-01,1411,14,11783,Хрупкий,Ясно,Осень,Утро,Воскресенье,1,11-20
DL98604,2020-11-02,639,15,10000,Обычный,Ясно,Осень,День,Понедельник,0,11-20
DL46876,2020-11-02,865,14,11424,Опасный,Ясно,Осень,Вечер,Понедельник,0,11-20
DL39209,2020-11-02,1333,19,17221,Опасный,Ясно,Осень,Ночь,Понедельник,1,11-20
OR94066,2020-11-02,701,14,6710,Замороженный,Ясно,Осень,Ночь,Понедельник,0,11-20
OD82764,2020-11-02,999,21,19963,Замороженный,Дождь,Осень,День,Понедельник,2,21-30
OR60138,2020-11-03,1092,13,12539,Опасный,Ясно,Осень,Вечер,Вторник,0,11-20
OR86030,2020-11-03,734,11,13644,Обычный,Ясно,Осень,Ночь,Вторник,0,11-20
OD22864,2020-11-03,492,16,7358,Хрупкий,Дождь,Осень,День,Вторник,0,11-20
DL88825,2020-11-03,1089,21,22162,Хрупкий,Туман,Осень,День,Вторник,2,21-30
DL63113,2020-11-03,1588,16,20450,Обычный,Снег,Осень,Ночь,Вторник,2,11-20
OR13011,2020-11-03,753,,11750,Опасный,Ясно,Осень,День,Вторник,0,
OR72880,2020-11-04,599,11,11319,Хрупкий,Туман,Осень,Вечер,Среда,0,11-20
OR88692,2020-11-04,769,9,7326,Хрупкий,Дождь,Осень,Ночь,Среда,0,6-10
OD26199,2020-11-04,553,14,11842,Хрупкий,Ясно,Осень,Вечер,Среда,0,11-20
OD59159,2020-11-04,1433,19,15127,Хрупкий,Ясно,Осень,День,Среда,2,11-20
OD10436,2020-11-04,894,15,12558,Хрупкий,Ясно,Осень,Утро,Среда,0,11-20
OD61812,2020-11-04,969,12,12599,Обычный,Ясно,Осень,Ночь,Среда,0,11-20
OD68392,2020-11-05,1057,18,23843,Обычный,Дождь,Осень,Ночь,Четверг,2,11-20
OD92170,2020-11-05,578,12,8090,Хрупкий,Ясно,Осень,Утро,Четверг,0,11-20
OR46048,2020-11-05,1644,26,21865,Обычный,Дождь,Осень,Утро,Четверг,3,21-30
DL89633,2020-11-06,1708,25,22052,Обычный,Ясно,Осень,Вечер,Пятница,3,21-30
OR46931,2020-11-06,489,11,16411,Хрупкий,Ясно,Осень,Утро,Пятница,0,11-20
DL45649,2020-11-06,738,9,15588,Обычный,Ясно,Осень,Вечер,Пятница,0,6-10
OR36795,2020-11-06,650,12,15359,Хрупкий,Ясно,Осень,Вечер,Пятница,0,11-20
OD59416,2020-11-06,557,,6423,Хрупкий,Дождь,Осень,День,Пятница,0,
OD45418,2020-11-07,1413,22,26430,Опасный,Туман,Осень,Вечер,Суббота,3,21-30
OD65268,2020-11-08,547,11,9328,Хрупкий,Дождь,Осень,День,Воскресенье,0,11-20
DL79104,2020-11-08,1061,7,14956,Опасный,Ясно,Осень,День,Воскресенье,0,6-10
OR33186,2020-11-08,674,15,12635,Обычный,Дождь,Осень,День,Воскресенье,0,11-20
OR84668,2020-11-09,516,13,11279,Обычный,Дождь,Осень,Вечер,Понедельник,0,11-20
DL15254,2020-11-09,739,13,9472,Обычный,Туман,Осень,Ночь,Понедельник,0,11-20
OD41028,2020-11-09,1062,18,17694,Обычный,Дождь,Осень,Утро,Понедельник,2,11-20
OR26613,2020-11-10,399,14,12769,Опасный,Ясно,Осень,День,Вторник,0,11-20
OD47921,2020-11-10,825,13,11740,Опасный,Ясно,Осень,День,Вторник,0,11-20
OR74445,2020-11-10,612,14,11141,Хрупкий,Ясно,Осень,Ночь,Вторник,0,11-20
OD89418,2020-11-10,1912,20,23090,Хрупкий,Ясно,Осень,Ночь,Вторник,3,11-20
OR43304,2020-11-11,1700,20,19978,Опасный,Ясно,Осень,Вечер,Среда,3,11-20
OR83580,2020-11-11,453,14,8303,Хрупкий,Дождь,Осень,Ночь,Среда,0,11-20
OR37172,2020-11-11,774,8,16118,Обычный,Ясно,Осень,Ночь,Среда,0,6-10
OD17316,2020-11-11,1484,19,21966,Обычный,Ясно,Осень,Ночь,Среда,2,11-20
DL21820,2020-11-11,1146,9,6781,Хрупкий,Туман,Осень,Вечер,Среда,0,6-10
DL53723,2020-11-11,1013,14,12387,Обычный,Туман,Осень,Ночь,Среда,0,11-20
DL91046,2020-11-11,527,13,14253,Хрупкий,,Осень,Ночь,Среда,0,11-20
OD89859,2020-11-12,802,8,10137,Замороженный,Дождь,Осень,Ночь,Четверг,0,6-10
OR36401,2020-11-12,725,20,14911,Хрупкий,Дождь,Осень,Утро,Четверг,1,11-20
DL89998,2020-11-12,552,14,6964,Хрупкий,Ясно,Осень,Утро,Четверг,0,11-20
OD53601,2020-11-12,969,,12413,Обычный,Дождь,Осень,Утро,Четверг,0,
OD62775,2020-11-12,731,11,11611,Хрупкий,Дождь,Осень,Утро,Четверг,0,11-20
OD33435,2020-11-13,1054,,8637,Обычный,Снег,Осень,Вечер,Пятница,0,
DL76252,2020-11-13,654,10,9139,Опасный,Дождь,Осень,Ночь,Пятница,0,6-10
OD17257,2020-11-13,531,15,9888,Замороженный,Туман,Осень,Утро,Пятница,0,11-20
DL56361,2020-11-14,722,8,12158,Хрупкий,Ясно,Осень,Ночь,Суббота,0,6-10
DL88235,2020-11-15,1658,22,26630,Опасный,Снег,Осень,Вечер,Воскресенье,2,21-30
DL38938,2020-11-15,998,16,7592,Хрупкий,Дождь,Осень,Утро,Воскресенье,0,11-20
OR56898,2020-11-15,551,15,10480,Обычный,Ясно,Осень,День,Воскресенье,0,11-20
OR22985,2020-11-15,987,11,12139,Обычный,Ясно,Осень,Ночь,Воскресенье,0,11-20
OR66109,2020-11-15,1419,13,10661,Опасный,Дождь,Осень,Вечер,Воскресенье,1,11-20
OR55012,2020-11-15,616,15,8427,Обычный,Ясно,Осень,Вечер,Воскресенье,0,11-20
OD60130,2020-11-15,1655,26,22601,Обычный,Ясно,Осень,Ночь,Воскресенье,3,21-30
OD62504,2020-11-15,618,15,18510,Опасный,Туман,Осень,Утро,Воскресенье,1,11-20
OR68745,2020-11-15,713,12,8520,Опасный,Дождь,Осень,Утро,Воскресенье,0,11-20
DL37006,2020-11-15,540,9,16933,Хрупкий,Ясно,Осень,Вечер,Воскресенье,0,6-10
OD36114,2020-11-16,1207,9,6840,Опасный,Ясно,Осень,Утро,Понедельник,0,6-10
DL26992,2020-11-16,558,10,13022,Хрупкий,Ясно,Осень,Вечер,Понедельник,0,6-10
OD99525,2020-11-16,1223,13,17715,Опасный,Снег,Осень,День,Понедельник,1,11-20
OR95143,2020-11-17,813,9,14321,Замороженный,Туман,Осень,Утро,Вторник,0,6-10
OR63317,2020-11-17,1636,,21617,Опасный,Дождь,Осень,День,Вторник,2,
OR78209,2020-11-17,465,9,13755,Хрупкий,Туман,Осень,Вечер,Вторник,0,6-10
OD35367,2020-11-17,423,12,9552,Обычный,Ясно,Осень,День,Вторник,0,11-20
OD79473,2020-11-18,2055,28,33875,Хрупкий,Дождь,Осень,День,Среда,5,21-30
OR37548,2020-11-18,386,9,15898,Обычный,Дождь,Осень,Вечер,Среда,0,6-10
DL90746,2020-11-18,883,13,6536,Обычный,Ясно,Осень,Вечер,Среда,0,11-20
DL86067,2020-11-18,524,11,6661,Обычный,Дождь,Осень,Утро,Среда,0,11-20
OR78767,2020-11-18,940,8,8234,Хрупкий,Туман,Осень,Вечер,Среда,0,6-10
DL44445,2020-11-18,882,18,15142,Замороженный,Ясно,Осень,Вечер,Среда,2,11-20
OD89040,2020-11-18,848,11,10236,Обычный,Дождь,Осень,Утро,Среда,0,11-20
OR34591,2020-11-18,574,11,16233,Обычный,Ясно,Осень,Ночь,Среда,0,11-20
OR17410,2020-11-19,1825,24,26299,Хрупкий,Ясно,Осень,Вечер,Четверг,3,21-30
DL88767,2020-11-19,778,11,12310,Хрупкий,Дождь,Осень,Ночь,Четверг,0,11-20
OR79066,2020-11-19,1921,28,26233,Опасный,Ясно,Осень,День,Четверг,4,21-30
OD54052,2020-11-19,786,8,11283,Хрупкий,Туман,Осень,День,Четверг,0,6-10
OD90910,2020-11-19,972,13,11534,Обычный,Туман,Осень,Вечер,Четверг,0,11-20
DL40403,2020-11-19,973,11,6627,Замороженный,Снег,Осень,День,Четверг,0,11-20
DL10428,2020-11-19,1240,9,15099,Обычный,Ясно,Осень,Утро,Четверг,0,6-10
DL33553,2020-11-19,980,13,7993,Обычный,Дождь,Осень,Утро,Четверг,0,11-20
OR69232,2020-11-20,594,10,15315,Замороженный,,Осень,Ночь,Пятница,0,6-10
DL79535,2020-11-20,1813,22,20246,Замороженный,Дождь,Осень,Ночь,Пятница,3,21-30
OR90174,2020-11-20,702,9,7719,Опасный,Дождь,Осень,День,Пятница,0,6-10
OR44786,2020-11-20,797,19,12228,Опасный,Снег,Осень,Ночь,Пятница,1,11-20
OD37164,2020-11-20,446,12,11984,Хрупкий,Ясно,Осень,Ночь,Пятница,0,11-20
OR20702,2020-11-20,588,,16531,Замороженный,Ясно,Осень,Вечер,Пятница,0,
DL38612,2020-11-20,787,11,10624,Опасный,Ясно,Осень,Ночь,Пятница,0,11-20
