ID ТС,Дата записи,Пробег (км),Возраст ТС (лет),Количество ТО за год,Загрузка (%),Средняя скорость (км/ч),Средняя нагрузка двигателя (%),Поломка в ближайший месяц
VEH21094,2020-07-19,250620.0,12.0,8.0,49.9,64.0,53.0,0
VEH04177,2020-07-20,1053405.0,19.0,10.0,68.8,61.0,61.0,1
VEH33633,2020-07-20,519037.0,13.0,3.0,71.3,43.0,29.0,1
VEH43677,2020-07-20,693733.0,13.0,4.0,30.7,59.0,100.0,0
VEH95134,2020-07-20,296486.0,10.0,6.0,80.9,51.0,74.0,0
VEH00607,2020-07-20,350746.0,6.0,10.0,51.3,45.0,42.0,0
VEH22078,2020-07-21,971291.0,17.0,9.0,77.4,55.0,37.0,0
VEH30094,2020-07-21,213256.0,4.0,4.0,87.5,21.0,101.0,0
VEH02783,2020-07-21,1014046.0,16.0,2.0,86.1,56.0,80.0,0
VEH76202,2020-07-22,73668.0,4.0,9.0,74.2,30.0,38.0,1
VEH02738,2020-07-22,73745.0,5.0,5.0,73.1,42.0,32.0,0
VEH81820,2020-07-23,1099138.0,17.0,1.0,36.3,53.0,27.0,1
VEH04568,2020-07-23,174418.0,4.0,0.0,80.5,40.0,37.0,1
VEH70299,2020-07-23,289055.0,13.0,6.0,30.1,28.0,85.0,0
VEH38705,2020-07-23,753208.0,20.0,4.0,52.5,47.0,63.0,0
VEH34421,2020-07-24,396970.0,6.0,1.0,57.0,26.0,76.0,0
VEH36119,2020-07-24,34697.0,0.0,9.0,95.7,68.0,30.0,1
VEH76664,2020-07-25,1016336.0,19.0,8.0,40.2,40.0,52.0,0
VEH23058,2020-07-25,1146121.0,19.0,3.0,32.5,85.0,80.0,1
VEH20179,2020-07-25,36364.0,0.0,5.0,56.5,81.0,58.0,0
VEH67376,2020-07-26,550481.0,15.0,2.0,42.6,26.0,54.0,0
VEH56441,2020-07-26,768843.0,19.0,7.0,97.5,57.0,44.0,0
VEH21081,2020-07-26,208520.0,11.0,2.0,84.2,66.0,59.0,0
VEH30875,2020-07-26,923072.0,15.0,8.0,57.4,50.0,61.0,0
VEH88990,2020-07-26,456872.0,6.0,3.0,56.1,55.0,39.0,0
VEH70613,2020-07-27,5139.0,0.0,4.0,45.5,21.0,87.0,0
VEH78572,2020-07-27,246976.0,7.0,9.0,43.8,45.0,46.0,0
VEH32975,2020-07-27,157194.0,6.0,1.0,38.2,44.0,36.0,0
VEH17536,2020-07-27,252020.0,14.0,9.0,92.0,91.0,40.0,0
VEH53596,2020-07-28,378176.0,10.0,7.0,97.0,39.0,77.0,0
VEH96653,2020-07-28,747938.0,13.0,5.0,61.5,29.0,61.0,0
VEH91502,2020-07-28,719108.0,19.0,5.0,46.7,37.0,52.0,0
VEH71364,2020-07-28,442611.0,12.0,9.0,88.9,38.0,67.0,0
VEH34623,2020-07-28,1201005.0,18.0,9.0,93.2,48.0,83.0,0
VEH78689,2020-07-28,890162.0,20.0,0.0,79.2,21.0,26.0,0
VEH08734,2020-07-28,443158.0,14.0,8.0,69.0,57.0,45.0,0
VEH29336,2020-07-28,21277.0,1.0,3.0,44.5,44.0,98.0,0
VEH08175,2020-07-28,432826.0,12.0,0.0,92.0,34.0,50.0,0
VEH84696,2020-07-29,733745.0,16.0,10.0,53.5,57.0,78.0,0
VEH18203,2020-07-29,187598.0,6.0,4.0,56.8,57.0,76.0,0
VEH61024,2020-07-31,301313.0,9.0,4.0,75.7,64.0,86.0,0
VEH87665,2020-07-31,619248.0,13.0,4.0,99.3,40.0,,1
VEH53420,2020-08-01,35126.0,1.0,7.0,71.1,41.0,32.0,1
VEH09769,2020-08-01,496773.0,14.0,10.0,60.5,25.0,50.0,0
VEH51416,2020-08-01,1028862.0,16.0,1.0,64.1,59.0,71.0,1
VEH24854,2020-08-02,1046632.0,18.0,9.0,62.7,33.0,70.0,1
VEH81155,2020-08-02,420749.0,13.0,5.0,32.6,79.0,43.0,0
VEH72501,2020-08-02,47497.0,5.0,7.0,80.8,66.0,56.0,0
VEH88465,2020-08-02,93682.0,6.0,7.0,83.7,41.0,72.0,0
VEH68733,2020-08-02,337913.0,10.0,11.0,75.6,45.0,73.0,0
VEH54737,2020-08-02,273388.0,5.0,1.0,70.9,32.0,76.0,0
VEH01159,2020-08-03,371583.0,14.0,10.0,90.6,99.0,60.0,0
VEH36407,2020-08-03,1000753.0,16.0,6.0,54.7,46.0,49.0,0
VEH69189,2020-08-03,775124.0,16.0,9.0,48.5,61.0,37.0,1
VEH14496,2020-08-03,397832.0,12.0,8.0,31.2,68.0,74.0,0
VEH81032,2020-08-03,277511.0,5.0,5.0,71.7,39.0,61.0,0
VEH12267,2020-08-04,118836.0,4.0,2.0,64.5,81.0,48.0,0
VEH70706,2020-08-04,129720.0,5.0,0.0,62.9,81.0,94.0,0
VEH14909,2020-08-04,275909.0,9.0,7.0,80.2,24.0,82.0,0
VEH05374,2020-08-04,152891.0,5.0,1.0,35.3,21.0,38.0,1
VEH71570,2020-08-04,93757.0,6.0,0.0,81.3,42.0,53.0,0
VEH43926,2020-08-04,334529.0,8.0,0.0,38.2,28.0,50.0,0
VEH81294,2020-08-05,371032.0,15.0,8.0,48.7,27.0,75.0,0
VEH68593,2020-08-06,714398.0,19.0,7.0,85.9,40.0,75.0,0
VEH15517,2020-08-06,690722.0,18.0,9.0,70.8,27.0,78.0,0
VEH13639,2020-08-06,279492.0,13.0,7.0,60.6,31.0,43.0,0
VEH33185,2020-08-06,747937.0,19.0,0.0,98.4,53.0,69.0,1
VEH27176,2020-08-07,802647.0,17.0,4.0,40.1,92.0,52.0,0
VEH49605,2020-08-07,732386.0,17.0,3.0,67.0,45.0,59.0,0
VEH57361,2020-08-07,177202.0,4.0,0.0,61.3,80.0,54.0,0
VEH56181,2020-08-08,33687.0,1.0,2.0,39.6,24.0,96.0,0
VEH97717,2020-08-08,1064806.0,18.0,10.0,39.5,61.0,33.0,0
VEH01859,2020-08-08,17155.0,2.0,0.0,68.3,36.0,103.0,0
VEH49788,2020-08-08,339246.0,5.0,2.0,82.5,60.0,99.0,0
VEH90391,2020-08-09,857492.0,19.0,10.0,77.2,84.0,53.0,1
VEH40234,2020-08-10,1127636.0,19.0,9.0,78.0,61.0,,0
VEH33785,2020-08-10,79198.0,5.0,8.0,30.5,55.0,64.0,0
VEH06347,2020-08-10,623525.0,11.0,0.0,43.7,85.0,43.0,0
VEH18133,2020-08-10,408096.0,9.0,5.0,65.1,48.0,45.0,0
VEH26064,2020-08-10,273602.0,12.0,1.0,97.3,45.0,44.0,1
VEH60849,2020-08-10,777655.0,17.0,1.0,37.2,39.0,44.0,1
VEH59236,2020-08-10,167419.0,4.0,1.0,51.8,59.0,48.0,0
VEH04403,2020-08-11,393967.0,8.0,5.0,73.1,85.0,54.0,0
VEH22327,2020-08-11,799773.0,16.0,3.0,36.2,42.0,37.0,0
VEH08801,2020-08-11,782014.0,19.0,0.0,30.3,20.0,29.0,1
VEH20481,2020-08-12,833696.0,20.0,8.0,66.3,85.0,77.0,1
VEH94927,2020-08-13,792172.0,15.0,10.0,86.8,35.0,59.0,0
VEH22884,2020-08-13,296641.0,9.0,6.0,36.2,28.0,87.0,0
VEH72086,2020-08-14,446678.0,10.0,4.0,48.4,44.0,69.0,0
VEH99372,2020-08-14,787487.0,19.0,5.0,39.7,43.0,65.0,0
VEH88728,2020-08-14,978962.0,19.0,8.0,53.4,64.0,69.0,1
VEH68505,2020-08-15,738824.0,20.0,7.0,79.9,41.0,68.0,0
VEH24329,2020-08-15,267053.0,5.0,9.0,58.5,64.0,85.0,0
VEH27883,2020-08-15,497056.0,9.0,3.0,72.1,32.0,85.0,0
VEH73322,2020-08-16,26728.0,0.0,7.0,64.3,64.0,43.0,0
VEH30611,2020-08-16,37702.0,3.0,3.0,53.5,50.0,79.0,0
VEH13858,2020-08-16,558508.0,13.0,6.0,30.9,71.0,36.0,0
VEH40675,2020-08-16,514633.0,11.0,8.0,67.9,64.0,74.0,0
VEH86790,2020-08-16,251514.0,6.0,0.0,40.5,74.0,35.0,1
VEH77755,2020-08-16,525433.0,9.0,4.0,77.6,86.0,,0
VEH80256,2020-08-16,164509.0,9.0,4.0,35.5,52.0,37.0,0
VEH53405,2020-08-17,565329.0,10.0,0.0,97.8,57.0,52.0,0
VEH85936,2020-08-17,562184.0,10.0,5.0,73.1,85.0,52.0,0
VEH19191,2020-08-18,734865.0,18.0,9.0,96.3,73.0,52.0,0
VEH16562,2020-08-18,424669.0,5.0,3.0,88.8,25.0,53.0,0
VEH40424,2020-08-18,613592.0,10.0,9.0,87.0,85.0,46.0,0
VEH39883,2020-08-18,695235.0,15.0,0.0,47.2,74.0,71.0,0
VEH35611,2020-08-18,790365.0,15.0,2.0,70.6,61.0,60.0,0
VEH99624,2020-08-18,841711.0,17.0,5.0,72.6,78.0,49.0,0
VEH50984,2020-08-18,374680.0,13.0,0.0,72.6,65.0,42.0,0
VEH94879,2020-08-19,569647.0,9.0,9.0,96.6,71.0,76.0,0
VEH60972,2020-08-19,231575.0,10.0,8.0,62.3,70.0,47.0,0
VEH65941,2020-08-19,205652.0,6.0,8.0,36.4,22.0,93.0,0
VEH49024,2020-08-19,254701.0,11.0,1.0,70.3,27.0,46.0,0
VEH95566,2020-08-19,325537.0,8.0,0.0,40.2,37.0,61.0,0
VEH92763,2020-08-20,665960.0,12.0,10.0,35.1,45.0,36.0,0
VEH53936,2020-08-20,109541.0,5.0,8.0,90.3,56.0,92.0,1
VEH82960,2020-08-20,93944.0,5.0,9.0,83.3,70.0,80.0,0
VEH49074,2020-08-20,575373.0,9.0,5.0,56.7,60.0,89.0,0
VEH84251,2020-08-20,211591.0,,5.0,64.0,91.0,54.0,0
VEH59961,2020-08-21,211762.0,7.0,5.0,96.8,99.0,80.0,0
VEH83375,2020-08-21,287755.0,9.0,3.0,42.8,27.0,34.0,1
VEH74156,2020-08-21,133942.0,5.0,1.0,69.7,101.0,111.0,0
VEH42448,2020-08-22,16264.0,1.0,3.0,62.5,33.0,59.0,0
VEH34766,2020-08-22,410698.0,14.0,8.0,53.9,30.0,70.0,0
VEH22363,2020-08-23,737096.0,15.0,8.0,43.6,38.0,100.0,0
VEH97162,2020-08-23,307387.0,10.0,6.0,60.4,38.0,81.0,0
VEH99414,2020-08-23,770361.0,16.0,4.0,48.3,25.0,41.0,0
VEH13820,2020-08-23,163165.0,4.0,1.0,53.8,55.0,87.0,0
VEH82639,2020-08-23,1168311.0,16.0,10.0,42.3,26.0,63.0,1
VEH10789,2020-08-24,112699.0,6.0,0.0,54.0,54.0,81.0,0
VEH90508,2020-08-24,778780.0,16.0,1.0,86.2,75.0,81.0,1
VEH17746,2020-08-24,7169.0,1.0,11.0,48.9,61.0,125.0,0
VEH34951,2020-08-25,14307.0,2.0,5.0,51.3,43.0,64.0,0
VEH27928,2020-08-25,26578.0,1.0,1.0,30.8,71.0,93.0,0
VEH16596,2020-08-26,427760.0,9.0,0.0,88.9,57.0,79.0,0
VEH64265,2020-08-26,301180.0,9.0,11.0,37.2,76.0,63.0,0
VEH37036,2020-08-26,304608.0,10.0,3.0,68.9,68.0,44.0,0
VEH88600,2020-08-26,357833.0,8.0,8.0,76.7,45.0,87.0,0
VEH73179,2020-08-26,550572.0,14.0,10.0,87.7,70.0,85.0,0
VEH93556,2020-08-27,108589.0,4.0,2.0,89.7,30.0,96.0,0
VEH02431,2020-08-27,9303.0,0.0,8.0,42.3,29.0,60.0,0
VEH46796,2020-08-27,94390.0,3.0,3.0,47.9,68.0,42.0,0
VEH86471,2020-08-28,772652.0,17.0,5.0,75.9,59.0,42.0,0
VEH41515,2020-08-28,181518.0,9.0,10.0,77.0,82.0,94.0,0
VEH60608,2020-08-28,24648.0,2.0,4.0,53.2,26.0,53.0,0
VEH45680,2020-08-29,517184.0,10.0,8.0,87.1,35.0,74.0,0
VEH52675,2020-08-29,125766.0,4.0,0.0,85.7,39.0,84.0,0
VEH22972,2020-08-30,5445.0,1.0,1.0,55.6,52.0,82.0,0
VEH24387,2020-08-30,,2.0,6.0,68.9,40.0,49.0,0
VEH64498,2020-08-30,773276.0,19.0,9.0,57.4,46.0,43.0,0
VEH96773,2020-08-30,833966.0,14.0,8.0,91.5,52.0,50.0,1
VEH88681,2020-08-30,478183.0,10.0,3.0,86.6,92.0,59.0,0
VEH60415,2020-08-31,818598.0,17.0,1.0,36.3,78.0,62.0,1
VEH05999,2020-08-31,803420.0,14.0,8.0,99.9,36.0,88.0,1
VEH25106,2020-08-31,761573.0,14.0,1.0,58.5,64.0,59.0,0
VEH06586,2020-09-01,901051.0,20.0,6.0,37.2,20.0,32.0,0
VEH97145,2020-09-01,180331.0,7.0,2.0,40.9,81.0,100.0,0
VEH93085,2020-09-01,1025211.0,19.0,4.0,94.5,31.0,42.0,1
VEH41793,2020-09-02,400499.0,12.0,2.0,52.7,25.0,76.0,0
VEH80715,2020-09-02,342327.0,10.0,5.0,67.2,77.0,65.0,0
VEH39922,2020-09-02,11015.0,0.0,1.0,57.5,69.0,70.0,0
VEH13090,2020-09-02,569865.0,11.0,7.0,91.7,25.0,59.0,0
VEH49877,2020-09-03,204134.0,5.0,4.0,93.7,71.0,41.0,1
VEH37423,2020-09-04,875968.0,19.0,8.0,46.9,99.0,51.0,0
VEH03591,2020-09-04,182204.0,3.0,6.0,59.8,56.0,103.0,0
VEH08222,2020-09-04,34751.0,3.0,5.0,52.7,42.0,76.0,0
VEH65866,2020-09-05,20101.0,2.0,4.0,64.3,27.0,89.0,0
VEH58684,2020-09-05,320736.0,12.0,10.0,34.1,64.0,104.0,0
VEH61775,2020-09-06,1191255.0,19.0,3.0,81.6,22.0,86.0,1
VEH75586,2020-09-06,467201.0,15.0,6.0,92.3,74.0,85.0,0
VEH78796,2020-09-06,339370.0,6.0,8.0,39.4,78.0,72.0,0
VEH82533,2020-09-06,790652.0,13.0,9.0,79.3,48.0,78.0,0
VEH54906,2020-09-06,1141980.0,17.0,3.0,52.3,21.0,,1
VEH37501,2020-09-07,27245.0,2.0,8.0,62.8,27.0,37.0,0
VEH80486,2020-09-07,117421.0,3.0,9.0,37.8,41.0,36.0,0
VEH23995,2020-09-07,247876.0,10.0,8.0,61.6,31.0,67.0,0
VEH49509,2020-09-07,684197.0,14.0,2.0,42.7,23.0,28.0,1
VEH49583,2020-09-07,569550.0,12.0,1.0,40.7,33.0,32.0,0
VEH15425,2020-09-07,703624.0,19.0,5.0,36.3,52.0,70.0,0
VEH50056,2020-09-07,1123199.0,20.0,10.0,78.8,77.0,48.0,1
VEH62651,2020-09-07,230947.0,6.0,2.0,72.7,64.0,66.0,0
VEH42087,2020-09-08,819029.0,20.0,0.0,53.4,86.0,62.0,0
VEH69351,2020-09-08,90200.0,4.0,6.0,57.9,52.0,72.0,0
VEH27981,2020-09-08,496405.0,12.0,9.0,47.8,37.0,100.0,0
VEH27128,2020-09-08,243143.0,6.0,3.0,92.8,41.0,44.0,1
VEH01360,2020-09-08,363390.0,10.0,4.0,88.4,59.0,80.0,0
VEH39629,2020-09-08,379077.0,9.0,6.0,76.6,36.0,63.0,0
VEH53486,2020-09-09,334966.0,11.0,1.0,90.2,44.0,66.0,0
VEH91122,2020-09-09,1145395.0,19.0,7.0,85.6,43.0,77.0,1
VEH42406,2020-09-09,272570.0,4.0,4.0,86.3,81.0,77.0,0
VEH88211,2020-09-09,1124998.0,17.0,0.0,37.5,69.0,91.0,1
VEH41029,2020-09-09,1082064.0,17.0,5.0,77.9,26.0,46.0,1
VEH39898,2020-09-10,176963.0,9.0,0.0,45.4,94.0,105.0,0
VEH12512,2020-09-10,1090874.0,18.0,6.0,83.7,89.0,85.0,1
VEH40174,2020-09-10,557368.0,12.0,6.0,80.1,80.0,36.0,1
VEH10321,2020-09-11,812502.0,17.0,3.0,49.8,58.0,86.0,1
VEH17048,2020-09-11,352778.0,15.0,2.0,59.4,96.0,55.0,0
VEH39467,2020-09-11,562831.0,12.0,5.0,98.7,43.0,70.0,0
VEH67267,2020-09-11,248544.0,4.0,4.0,98.9,53.0,69.0,1
VEH45453,2020-09-12,148252.0,4.0,2.0,44.0,68.0,68.0,0
VEH95827,2020-09-13,1155099.0,20.0,0.0,86.7,44.0,68.0,1
VEH21263,2020-09-13,968518.0,15.0,10.0,55.4,84.0,81.0,1
VEH52194,2020-09-14,86880.0,4.0,1.0,70.8,61.0,32.0,1
VEH73782,2020-09-14,787669.0,13.0,,43.6,66.0,78.0,0
VEH54442,2020-09-14,983356.0,19.0,6.0,85.2,63.0,51.0,0
VEH04818,2020-09-15,563852.0,14.0,9.0,88.4,59.0,72.0,0
VEH32670,2020-09-15,632197.0,14.0,6.0,79.7,45.0,32.0,1
VEH71594,2020-09-15,130228.0,5.0,6.0,51.4,35.0,93.0,0
VEH78048,2020-09-15,856439.0,18.0,8.0,33.6,65.0,82.0,1
VEH31642,2020-09-16,267954.0,7.0,8.0,32.8,81.0,53.0,0
VEH89511,2020-09-17,710089.0,17.0,8.0,97.7,65.0,74.0,1
VEH47374,2020-09-17,22029.0,1.0,9.0,78.3,62.0,64.0,0
VEH37238,2020-09-18,526088.0,11.0,1.0,85.6,72.0,38.0,1
VEH62564,2020-09-18,19452.0,2.0,2.0,71.9,55.0,32.0,1
VEH65359,2020-09-19,814056.0,16.0,4.0,60.7,33.0,63.0,0
VEH59858,2020-09-19,34126.0,2.0,7.0,60.2,26.0,114.0,0
VEH76172,2020-09-19,32039.0,2.0,3.0,37.8,57.0,77.0,0
VEH69948,2020-09-19,17652.0,2.0,11.0,55.4,41.0,58.0,0
VEH31811,2020-09-19,687162.0,18.0,4.0,66.4,61.0,92.0,0
VEH62874,2020-09-20,272770.0,10.0,8.0,70.6,47.0,33.0,0
VEH28164,2020-09-20,547421.0,15.0,7.0,44.7,68.0,49.0,0
VEH85382,2020-09-20,375973.0,15.0,10.0,85.7,93.0,32.0,1
VEH68687,2020-09-20,641743.0,13.0,5.0,48.5,22.0,,0
VEH99605,2020-09-20,365099.0,9.0,4.0,84.4,96.0,94.0,0
VEH16935,2020-09-20,1187802.0,19.0,4.0,53.4,24.0,41.0,1
VEH71548,2020-09-21,929786.0,18.0,4.0,77.9,77.0,64.0,1
VEH72397,2020-09-21,569204.0,15.0,9.0,80.4,63.0,94.0,0
VEH66456,2020-09-21,33956.0,1.0,10.0,46.5,65.0,34.0,1
VEH99249,2020-09-21,1155468.0,19.0,0.0,90.2,53.0,40.0,1
VEH94920,2020-09-21,21902.0,2.0,2.0,34.3,59.0,90.0,0
VEH15499,2020-09-22,257174.0,8.0,4.0,81.8,105.0,41.0,0
VEH08634,2020-09-22,300147.0,8.0,4.0,87.5,59.0,43.0,0
VEH52670,2020-09-22,16921.0,0.0,1.0,68.7,31.0,54.0,0
VEH99227,2020-09-23,873989.0,18.0,2.0,93.3,28.0,,0
VEH77969,2020-09-23,283175.0,11.0,2.0,86.8,62.0,51.0,0
VEH18536,2020-09-23,315839.0,7.0,8.0,36.0,59.0,101.0,0
VEH30879,2020-09-23,1165535.0,16.0,0.0,61.4,42.0,34.0,1
VEH20283,2020-09-24,36273.0,2.0,2.0,83.5,45.0,84.0,0
VEH31944,2020-09-24,242558.0,4.0,7.0,53.7,38.0,42.0,0
VEH19357,2020-09-24,279607.0,13.0,5.0,81.6,77.0,39.0,1
VEH03771,2020-09-25,406227.0,14.0,9.0,55.8,62.0,93.0,0
VEH31793,2020-09-25,1017681.0,18.0,5.0,100.0,36.0,96.0,1
VEH96163,2020-09-25,259116.0,8.0,1.0,79.2,81.0,,0
VEH65508,2020-09-25,781089.0,14.0,6.0,38.4,22.0,49.0,0
VEH59913,2020-09-26,762211.0,15.0,8.0,47.9,25.0,49.0,0
VEH29806,2020-09-26,486991.0,12.0,7.0,78.1,75.0,116.0,0
VEH31817,2020-09-27,1154872.0,16.0,6.0,76.9,61.0,106.0,1
VEH48246,2020-09-28,411671.0,14.0,,32.8,29.0,75.0,0
VEH35860,2020-09-28,1132426.0,16.0,11.0,39.5,52.0,48.0,1
VEH53934,2020-09-28,229964.0,3.0,8.0,45.3,71.0,62.0,0
VEH66426,2020-09-28,228403.0,13.0,10.0,76.1,58.0,60.0,0
VEH06373,2020-09-28,237221.0,8.0,5.0,84.3,40.0,49.0,0
VEH11876,2020-09-28,105174.0,3.0,4.0,78.7,23.0,35.0,0
VEH41287,2020-09-29,457279.0,12.0,7.0,51.6,67.0,,0
VEH85929,2020-09-29,147456.0,7.0,9.0,34.4,97.0,73.0,0
VEH81408,2020-09-29,320762.0,6.0,8.0,51.5,41.0,41.0,0
VEH95921,2020-09-30,223848.0,5.0,5.0,86.3,52.0,82.0,0
VEH98124,2020-09-30,20130.0,0.0,1.0,32.0,35.0,43.0,0
VEH89238,2020-09-30,175657.0,3.0,9.0,79.5,71.0,67.0,0
VEH35043,2020-10-01,391765.0,14.0,5.0,80.9,50.0,73.0,0
VEH49282,2020-10-01,267393.0,9.0,4.0,67.8,62.0,36.0,0
VEH09218,2020-10-01,38214.0,0.0,8.0,35.9,53.0,107.0,0
VEH94338,2020-10-01,1146768.0,19.0,10.0,77.2,95.0,65.0,0
VEH60345,2020-10-02,324755.0,6.0,8.0,65.4,47.0,86.0,0
VEH87313,2020-10-02,77861.0,3.0,1.0,85.8,70.0,32.0,1
VEH41472,2020-10-02,213560.0,4.0,7.0,79.2,88.0,55.0,0
VEH75677,2020-10-02,1024068.0,20.0,9.0,97.5,44.0,51.0,1
VEH16095,2020-10-03,322702.0,5.0,1.0,97.9,40.0,39.0,1
VEH21371,2020-10-03,429500.0,8.0,4.0,74.4,73.0,44.0,0
VEH13112,2020-10-03,5218.0,2.0,9.0,55.5,64.0,74.0,0
VEH24516,2020-10-04,371463.0,8.0,6.0,31.9,86.0,53.0,0
VEH43901,2020-10-05,311152.0,10.0,4.0,37.9,74.0,105.0,0
VEH43750,2020-10-05,7846.0,2.0,4.0,66.8,23.0,60.0,0
VEH97397,2020-10-05,476989.0,12.0,6.0,97.7,49.0,34.0,0
VEH55233,2020-10-05,11381.0,1.0,4.0,45.0,49.0,114.0,0
VEH50329,2020-10-06,248215.0,8.0,2.0,77.0,39.0,68.0,0
VEH27068,2020-10-07,894000.0,15.0,3.0,59.8,81.0,58.0,0
VEH62543,2020-10-07,133757.0,5.0,11.0,58.1,76.0,83.0,0
VEH95116,2020-10-07,197145.0,4.0,9.0,86.9,67.0,97.0,0
VEH12642,2020-10-07,268097.0,6.0,9.0,30.3,25.0,108.0,0
VEH69200,2020-10-07,416737.0,14.0,4.0,43.7,92.0,85.0,0
VEH89066,2020-10-07,33492.0,2.0,1.0,49.7,43.0,85.0,0
VEH04075,2020-10-08,356175.0,8.0,7.0,49.0,86.0,68.0,0
VEH38265,2020-10-08,374675.0,15.0,2.0,39.5,32.0,40.0,0
VEH15869,2020-10-09,28683.0,0.0,0.0,36.2,42.0,86.0,0
VEH83968,2020-10-10,371397.0,8.0,2.0,80.8,78.0,80.0,0
VEH22556,2020-10-10,465910.0,12.0,8.0,87.0,77.0,56.0,0
VEH61614,2020-10-10,561666.0,15.0,6.0,90.7,63.0,67.0,0
VEH78836,2020-10-10,9860.0,2.0,8.0,49.5,52.0,75.0,0
VEH82463,2020-10-10,649177.0,12.0,7.0,89.4,38.0,54.0,0
VEH30651,2020-10-11,1055812.0,17.0,5.0,63.6,41.0,53.0,1
VEH18940,2020-10-11,360600.0,9.0,7.0,99.6,46.0,81.0,1
VEH07639,2020-10-11,1133479.0,20.0,1.0,52.8,28.0,47.0,1
VEH89312,2020-10-11,468652.0,10.0,1.0,53.2,63.0,83.0,0
VEH25431,2020-10-12,370567.0,9.0,9.0,64.9,48.0,31.0,1
VEH68138,2020-10-12,1047132.0,17.0,0.0,82.5,59.0,50.0,0
VEH09068,2020-10-13,247250.0,6.0,4.0,62.5,73.0,39.0,0
VEH73470,2020-10-14,67399.0,3.0,9.0,78.5,26.0,76.0,0
VEH89469,2020-10-14,658791.0,15.0,1.0,41.3,68.0,85.0,0
VEH95272,2020-10-14,305374.0,14.0,3.0,89.4,45.0,96.0,0
VEH42873,2020-10-14,180064.0,6.0,,51.7,80.0,84.0,0
VEH60776,2020-10-15,816743.0,18.0,3.0,32.0,22.0,50.0,1
VEH48157,2020-10-15,20651.0,2.0,8.0,93.9,27.0,46.0,1
VEH10477,2020-10-15,429862.0,15.0,8.0,44.4,66.0,,0
VEH64986,2020-10-16,352850.0,14.0,0.0,60.4,60.0,40.0,0
VEH81590,2020-10-16,8891.0,1.0,5.0,89.0,49.0,31.0,1
VEH57045,2020-10-16,34200.0,1.0,5.0,72.4,38.0,65.0,0
VEH90108,2020-10-17,852705.0,20.0,11.0,92.2,45.0,86.0,0
VEH29586,2020-10-17,905897.0,17.0,2.0,83.4,24.0,83.0,1
VEH31582,2020-10-18,312686.0,7.0,1.0,56.4,64.0,44.0,0
VEH87901,2020-10-18,243780.0,4.0,7.0,83.7,106.0,27.0,0
VEH49890,2020-10-18,536944.0,15.0,9.0,32.0,19.0,45.0,0
VEH19724,2020-10-18,989830.0,20.0,2.0,83.7,41.0,23.0,1
VEH17715,2020-10-18,1187936.0,20.0,0.0,61.2,75.0,116.0,1
VEH96736,2020-10-18,80340.0,3.0,7.0,53.5,73.0,46.0,0
VEH62986,2020-10-19,786241.0,18.0,1.0,98.8,32.0,34.0,1
VEH53069,2020-10-19,110905.0,3.0,1.0,53.6,65.0,76.0,0
VEH68104,2020-10-19,808128.0,19.0,3.0,88.3,38.0,39.0,1
VEH81301,2020-10-19,358314.0,6.0,6.0,47.1,23.0,113.0,0
VEH29168,2020-10-20,630970.0,12.0,5.0,53.3,90.0,36.0,1
VEH44097,2020-10-20,1157588.0,18.0,8.0,84.4,53.0,72.0,0
VEH73243,2020-10-20,311667.0,6.0,0.0,69.3,80.0,58.0,0
VEH89108,2020-10-20,524268.0,10.0,1.0,62.6,26.0,28.0,0
VEH90123,2020-10-21,169637.0,4.0,6.0,90.0,61.0,98.0,0
VEH81081,2020-10-21,,11.0,8.0,93.5,51.0,92.0,1
VEH24819,2020-10-21,89905.0,7.0,8.0,96.5,33.0,68.0,0
VEH60109,2020-10-21,17092.0,3.0,10.0,43.8,32.0,93.0,0
VEH29762,2020-10-22,289041.0,5.0,0.0,36.3,86.0,40.0,0
VEH47371,2020-10-22,36650.0,2.0,0.0,32.0,30.0,62.0,0
VEH03303,2020-10-22,12602.0,2.0,10.0,40.6,40.0,75.0,0
VEH27587,2020-10-22,250592.0,9.0,6.0,68.0,29.0,61.0,0
VEH69872,2020-10-23,397670.0,15.0,2.0,75.2,28.0,35.0,0
VEH57667,2020-10-23,712340.0,20.0,4.0,91.0,68.0,88.0,0
VEH91849,2020-10-23,676342.0,13.0,3.0,92.8,75.0,62.0,0
VEH83126,2020-10-23,1009343.0,19.0,0.0,41.3,38.0,86.0,1
VEH63132,2020-10-23,347929.0,15.0,10.0,62.0,33.0,75.0,0
VEH90957,2020-10-23,927847.0,20.0,4.0,55.9,35.0,31.0,0
VEH58732,2020-10-23,16855.0,0.0,9.0,51.9,67.0,69.0,0
VEH09433,2020-10-23,48245.0,3.0,8.0,80.9,23.0,40.0,0
VEH53273,2020-10-23,943427.0,19.0,5.0,84.1,26.0,44.0,0
VEH34668,2020-10-23,931916.0,17.0,8.0,32.2,34.0,75.0,1
VEH00169,2020-10-23,890612.0,20.0,11.0,47.0,62.0,84.0,0
VEH96045,2020-10-24,,1.0,3.0,96.3,66.0,33.0,1
VEH63454,2020-10-24,181454.0,4.0,11.0,97.6,73.0,51.0,0
VEH88503,2020-10-24,618279.0,15.0,8.0,42.5,64.0,59.0,0
VEH23296,2020-10-24,19391.0,1.0,0.0,84.1,51.0,55.0,0
VEH11463,2020-10-25,351966.0,9.0,3.0,76.9,35.0,73.0,0
