ID маршрута,Дата отправки,Расстояние (км),Средняя скорость (км/ч),Загруженность дорог,Погодные условия,Тип транспорта,Вес груза (кг),Время суток,День недели,Фактическое время в пути (часы)
RTE44900,2019-09-08,1233,77,Малая,Ясно,Фургон,12927.0,Ночь,Воскресенье,13
MR48296,2019-09-08,1320,74,Малая,Ясно,Прицеп,24644.0,Ночь,Воскресенье,18
MR94012,2019-09-08,1313,80,Малая,Ясно,Фургон,10604.0,Утро,Воскресенье,18
MR77091,2019-09-08,386,80,Средняя,Ясно,Прицеп,235.0,Ночь,Воскресенье,4
RTE11657,2019-09-10,1863,70,Малая,Ясно,Прицеп,17050.0,День,Вторник,17
RT86418,2019-09-10,702,61,Малая,Ясно,Грузовик,11384.0,Ночь,Вторник,14
RT13057,2019-09-10,977,78,Средняя,Ясно,Прицеп,22147.0,Ночь,Вторник,12
RTE12968,2019-09-10,1672,86,Малая,,Прицеп,4381.0,День,Вторник,18
RT96211,2019-09-10,800,68,Средняя,Ясно,Грузовик,4084.0,Утро,Вторник,8
MR84872,2019-09-10,116,79,Средняя,Ясно,Фургон,1641.0,Утро,Вторник,2
RT59685,2019-09-10,604,44,Высокая,Ясно,Грузовик,3502.0,Вечер,Вторник,12
RT60593,2019-09-10,528,62,Средняя,,Грузовик,5732.0,Утро,Вторник,9
RT16749,2019-09-11,718,54,Малая,,Прицеп,22234.0,Ночь,Среда,16
RTE63861,2019-09-11,815,46,Малая,Дождь,Фургон,22182.0,Ночь,Среда,21
RT64200,2019-09-11,1469,86,Малая,Дождь,Фургон,24791.0,Ночь,Среда,22
RTE92734,2019-09-11,1421,59,Средняя,Дождь,Прицеп,16599.0,Утро,Среда,24
RT51407,2019-09-11,1569,54,Средняя,Дождь,Прицеп,19933.0,Вечер,Среда,31
MR52667,2019-09-11,2164,64,Средняя,Дождь,Фургон,,Утро,Среда,25
RT71483,2019-09-11,1054,48,Средняя,Дождь,Фургон,10626.0,Утро,Среда,26
RTE21028,2019-09-11,1957,69,Малая,Дождь,Прицеп,,Ночь,Среда,29
RT34682,2019-09-11,308,33,Высокая,Дождь,Фургон,16790.0,Утро,Среда,12
RTE65579,2019-09-12,662,62,Малая,Ясно,Грузовик,11790.0,День,Четверг,8
RTE41131,2019-09-12,778,55,Малая,Ясно,Прицеп,22622.0,День,Четверг,16
RT31154,2019-09-12,1118,46,Высокая,Ясно,Грузовик,11341.0,Утро,Четверг,28
RT68656,2019-09-12,1085,73,Средняя,Ясно,Грузовик,2079.0,Утро,Четверг,19
RTE31019,2019-09-12,1409,76,Малая,Ясно,Фургон,19877.0,Ночь,Четверг,15
RTE30807,2019-09-13,850,94,Средняя,Ясно,Грузовик,21962.0,Ночь,Пятница,12
RT88492,2019-09-13,647,60,Высокая,Ясно,Грузовик,15149.0,Утро,Пятница,12
RT41227,2019-09-13,2046,74,Малая,Ясно,Прицеп,16832.0,Ночь,Пятница,24
RT45229,2019-09-13,951,73,Малая,Ясно,Грузовик,24039.0,Ночь,Пятница,15
RT56178,2019-09-13,1220,44,Высокая,Ясно,Грузовик,22864.0,Утро,Пятница,26
RT44610,2019-09-13,1336,75,Малая,Ясно,Грузовик,10694.0,Ночь,Пятница,20
MR26093,2019-09-14,343,70,Средняя,Снег,Фургон,7878.0,Ночь,Суббота,7
RTE43721,2019-09-14,1411,70,Средняя,Снег,Фургон,7830.0,Утро,Суббота,26
RT20283,2019-09-14,1855,45,Средняя,Снег,Фургон,28024.0,Вечер,Суббота,28
MR46213,2019-09-14,1478,42,Средняя,Снег,Фургон,4372.0,День,Суббота,29
RT40513,2019-09-14,1569,67,Средняя,,Прицеп,15048.0,День,Суббота,25
RT85311,2019-09-14,693,69,Средняя,Снег,Грузовик,21853.0,Ночь,Суббота,13
RTE14570,2019-09-14,546,35,Средняя,Снег,Фургон,,Утро,Суббота,12
MR13865,2019-09-15,940,77,Средняя,Снег,Грузовик,21104.0,Вечер,Воскресенье,13
RT68957,2019-09-15,44,55,Малая,Дождь,Прицеп,16879.0,День,Вторник,1
RT23726,2019-09-15,579,58,Средняя,Снег,Прицеп,20480.0,Ночь,Воскресенье,7
RT15414,2019-09-16,783,64,Средняя,Ясно,Фургон,24466.0,Вечер,Понедельник,13
MR42944,2019-09-16,912,70,Средняя,Ясно,Прицеп,4457.0,Ночь,Понедельник,12
MR92722,2019-09-16,535,45,Высокая,Ясно,Грузовик,1662.0,Утро,Понедельник,10
RTE84893,2019-09-16,1641,64,Малая,Ясно,Прицеп,19099.0,День,Понедельник,22
MR74098,2019-09-16,368,55,Высокая,Ясно,Прицеп,23565.0,Вечер,Понедельник,6
RT45381,2019-09-16,1145,85,Средняя,Ясно,Грузовик,7001.0,Вечер,Понедельник,14
RTE89677,2019-09-16,855,55,Высокая,Ясно,Грузовик,26408.0,Вечер,Понедельник,18
RTE65637,2019-09-16,500,46,Высокая,Ясно,Грузовик,22324.0,Утро,Понедельник,8
RT20195,2019-09-16,1195,78,Средняя,Ясно,Прицеп,13547.0,Утро,Понедельник,15
RTE56827,2019-09-16,633,67,Средняя,Ясно,Фургон,22803.0,Вечер,Понедельник,9
RT35163,2019-09-17,212,91,Малая,Ясно,Фургон,6642.0,Ночь,Вторник,3
RT25744,2019-09-17,1860,62,Высокая,Ясно,Грузовик,13506.0,Утро,Вторник,32
MR68163,2019-09-18,1481,74,Средняя,Ясно,Прицеп,27613.0,День,Среда,20
MR98883,2019-09-18,287,62,Высокая,Ясно,Прицеп,11463.0,Вечер,Среда,6
RTE66419,2019-09-18,1232,79,Малая,Ясно,Фургон,16031.0,Ночь,Среда,18
MR89472,2019-09-18,290,79,Малая,Ясно,Грузовик,26460.0,Ночь,Среда,4
RT54758,2019-09-19,873,33,Высокая,Туман,Прицеп,29581.0,Утро,Четверг,26
MR73888,2019-09-19,1534,56,Средняя,Туман,Грузовик,14226.0,День,Четверг,27
RT89536,2019-09-19,1702,44,Высокая,Туман,Грузовик,28606.0,Вечер,Четверг,39
RTE71871,2019-09-19,271,73,Малая,Туман,Грузовик,1005.0,Ночь,Четверг,4
RTE43050,2019-09-19,1590,62,Малая,,Грузовик,,День,Четверг,28
RTE94112,2019-09-20,269,50,Малая,Туман,Грузовик,6686.0,Ночь,Пятница,5
RT11552,2019-09-20,299,45,Высокая,Туман,Прицеп,21353.0,Вечер,Пятница,8
RTE61249,2019-09-20,1667,40,Высокая,Туман,Грузовик,16309.0,Утро,Пятница,36
RTE40511,2019-09-21,37,62,Малая,Туман,Прицеп,11036.0,День,Суббота,1
RT80461,2019-09-21,585,60,Средняя,Туман,Прицеп,27013.0,Ночь,Суббота,11
MR75479,2019-09-21,1208,67,Средняя,Ясно,Фургон,1588.0,День,Четверг,19
MR16973,2019-09-22,304,56,Средняя,Ясно,Грузовик,212.0,Вечер,Воскресенье,5
RT21021,2019-09-22,1394,76,Средняя,Ясно,Фургон,25978.0,Ночь,Воскресенье,15
RT77000,2019-09-22,239,52,Малая,Ясно,,11587.0,Ночь,Воскресенье,3
MR23166,2019-09-22,1174,82,Малая,Ясно,Прицеп,19332.0,Утро,Воскресенье,16
RT74953,2019-09-22,1002,83,Средняя,Ясно,Фургон,17375.0,Вечер,Воскресенье,14
RTE37105,2019-09-22,1500,93,Малая,Ясно,Фургон,26412.0,Ночь,Воскресенье,20
RTE90448,2019-09-22,492,41,Высокая,Ясно,Фургон,12586.0,Утро,Среда,10
MR80384,2019-09-22,750,76,Средняя,Ясно,Фургон,,Утро,Воскресенье,9
MR13335,2019-09-23,94,76,Малая,Ясно,Грузовик,9931.0,День,Понедельник,1
MR50937,2019-09-23,1543,54,Высокая,Ясно,Прицеп,16188.0,Вечер,Понедельник,27
RT81793,2019-09-23,1154,101,Средняя,Ясно,Прицеп,19837.0,День,Понедельник,13
MR75551,2019-09-23,847,38,Высокая,Ясно,Грузовик,2490.0,Вечер,Понедельник,22
RTE20992,2019-09-24,1251,65,Малая,Туман,Фургон,3956.0,День,Вторник,21
RTE50147,2019-09-24,1019,59,Средняя,Туман,Прицеп,18734.0,Утро,Вторник,21
RTE83957,2019-09-24,1406,74,Средняя,Туман,Грузовик,4343.0,Ночь,Вторник,25
RTE87483,2019-09-24,1392,44,Высокая,Туман,Прицеп,7192.0,Вечер,Вторник,31
MR15043,2019-09-24,1572,77,Малая,,Фургон,5942.0,День,Вторник,26
RTE61351,2019-09-25,1679,38,Высокая,Дождь,Грузовик,26809.0,Вечер,Среда,48
RT49934,2019-09-25,866,52,Средняя,Дождь,Прицеп,21113.0,Утро,Среда,17
RT82898,2019-09-25,1865,60,Средняя,Дождь,,7419.0,Ночь,Среда,30
RTE98179,2019-09-25,949,60,Средняя,Дождь,Грузовик,3328.0,День,Среда,15
RT78568,2019-09-25,208,43,Высокая,Дождь,Прицеп,21955.0,Утро,Среда,5
RTE29710,2019-09-26,488,46,Высокая,Дождь,Грузовик,19802.0,Вечер,Четверг,15
RT85525,2019-09-26,1668,55,Малая,Дождь,Прицеп,7082.0,День,Четверг,32
RTE31507,2019-09-26,270,64,Средняя,Дождь,Фургон,2575.0,Ночь,Четверг,5
RT26555,2019-09-26,735,69,Малая,,Грузовик,3394.0,День,Четверг,11
RTE23047,2019-09-27,1268,53,Высокая,Снег,Прицеп,11135.0,Вечер,Пятница,28
MR54567,2019-09-27,1995,38,Высокая,Снег,Фургон,1147.0,Вечер,Пятница,46
MR38448,2019-09-27,261,45,Средняя,Снег,Фургон,21365.0,День,Пятница,7
RTE95027,2019-09-27,43,46,Средняя,Снег,Фургон,11563.0,День,Пятница,1
RTE12370,2019-09-27,39,48,Высокая,Снег,Прицеп,18145.0,Утро,Пятница,2
RT46136,2019-09-27,1551,71,Средняя,Снег,Грузовик,,Утро,Пятница,21
RT91162,2019-09-27,1989,60,Средняя,Снег,Прицеп,14651.0,Ночь,Пятница,37
RT73369,2019-09-28,159,48,Средняя,Дождь,Грузовик,27667.0,День,Суббота,3
RT90005,2019-09-28,941,50,Малая,Дождь,Прицеп,4948.0,День,Суббота,16
MR45986,2019-09-28,1097,53,Средняя,Дождь,Фургон,4343.0,Утро,Суббота,23
RT76981,2019-09-28,1525,50,Малая,Дождь,Прицеп,25523.0,Вечер,Суббота,40
RTE55302,2019-09-28,260,64,Средняя,Дождь,Грузовик,7440.0,Вечер,Суббота,5
MR92693,2019-09-28,1249,63,Малая,Дождь,Грузовик,13503.0,Вечер,Суббота,23
MR32727,2019-09-28,1150,50,Средняя,Дождь,Фургон,26336.0,Утро,Суббота,20
RTE36994,2019-09-28,1230,74,Малая,Дождь,Фургон,722.0,Вечер,Суббота,20
MR39213,2019-09-28,1001,59,Малая,Дождь,Фургон,20281.0,Вечер,Суббота,24
MR64909,2019-09-28,866,59,Средняя,Дождь,Фургон,28860.0,Ночь,Суббота,16
RTE97077,2019-09-28,1404,45,Малая,Дождь,Грузовик,28939.0,Утро,Суббота,25
RTE97241,2019-09-29,942,64,Малая,Ясно,Прицеп,12939.0,Утро,Воскресенье,13
RTE84943,2019-09-29,372,92,Средняя,Ясно,Грузовик,18029.0,Ночь,Воскресенье,4
RT58383,2019-09-29,1084,81,Малая,Ясно,Прицеп,5553.0,Ночь,Воскресенье,17
RTE64033,2019-09-29,1215,93,Средняя,Ясно,Грузовик,30070.0,Вечер,Воскресенье,14
RT83986,2019-09-29,1118,55,Средняя,Ясно,Грузовик,14331.0,День,Воскресенье,18
RT32915,2019-09-29,973,80,Малая,Ясно,Прицеп,28211.0,Вечер,Воскресенье,11
MR73419,2019-09-29,2377,86,Средняя,Ясно,Фургон,7407.0,День,Воскресенье,24
RT11733,2019-09-30,1637,73,Средняя,Туман,Прицеп,18805.0,Вечер,Понедельник,26
RT28778,2019-09-30,1273,65,Средняя,Туман,Прицеп,25489.0,Вечер,Понедельник,24
RT26108,2019-09-30,1147,43,Малая,Туман,Фургон,12200.0,Ночь,Понедельник,27
RT27576,2019-09-30,1265,70,Средняя,Туман,Прицеп,14478.0,Ночь,Понедельник,21
RT84958,2019-09-30,1865,66,Малая,Туман,Фургон,22131.0,День,Понедельник,24
RT80881,2019-09-30,554,33,Высокая,Туман,Грузовик,2668.0,Вечер,Понедельник,16
RT36147,2019-10-01,1683,67,Малая,Ясно,Фургон,10467.0,День,Вторник,22
RTE17479,2019-10-01,284,84,Средняя,,,5205.0,День,Вторник,3
RT37064,2019-10-01,941,76,Малая,Ясно,Грузовик,3728.0,День,Вторник,12
RTE74797,2019-10-01,1472,73,Средняя,Ясно,Фургон,,Вечер,Вторник,21
RT49155,2019-10-01,541,75,Средняя,Ясно,Прицеп,3347.0,Вечер,Вторник,6
MR48733,2019-10-01,59,54,Высокая,Ясно,Фургон,22761.0,Утро,Вторник,1
RT32416,2019-10-02,756,34,Высокая,Дождь,Фургон,22198.0,Утро,Среда,20
RTE29578,2019-10-02,882,58,Средняя,Дождь,Грузовик,24132.0,День,Среда,21
RT58683,2019-10-02,551,49,Средняя,Дождь,Фургон,8526.0,Ночь,Среда,9
MR14517,2019-10-03,340,56,Средняя,Туман,Фургон,6882.0,Утро,Четверг,7
MR15504,2019-10-03,1621,50,Средняя,Туман,Прицеп,27355.0,День,Четверг,27
RT13967,2019-10-03,1241,35,Высокая,Туман,Грузовик,27630.0,Вечер,Четверг,30
MR70189,2019-10-03,234,59,Малая,Туман,Фургон,,День,Четверг,4
MR67854,2019-10-03,295,65,Средняя,Туман,Прицеп,4629.0,День,Четверг,5
RT35117,2019-10-03,1231,56,Малая,Туман,Фургон,3642.0,День,Четверг,22
RTE76376,2019-10-03,1976,70,Малая,Туман,Прицеп,7137.0,День,Четверг,27
RT90492,2019-10-04,523,60,Средняя,Ясно,Фургон,23791.0,День,Пятница,9
MR51204,2019-10-04,1772,53,Высокая,Ясно,Рефрижератор,28329.0,Вечер,Пятница,36
RTE68798,2019-10-04,21,73,,Ясно,Фургон,13953.0,Утро,Пятница,1
RT19087,2019-10-04,1956,66,Средняя,Ясно,Грузовик,286.0,Вечер,Пятница,27
RT67378,2019-10-04,869,86,Средняя,Ясно,Прицеп,17443.0,День,Пятница,8
RT96960,2019-10-04,474,57,Высокая,Ясно,Грузовик,1674.0,Вечер,Пятница,10
RTE91457,2019-10-05,1210,74,Малая,Ясно,Грузовик,11923.0,День,Суббота,19
RTE65847,2019-10-05,1494,59,Малая,Ясно,Прицеп,27910.0,Утро,Суббота,24
RT30101,2019-10-05,1877,84,Средняя,Ясно,Прицеп,19149.0,Вечер,Суббота,20
RT78916,2019-10-05,331,66,Малая,Ясно,Фургон,15174.0,Утро,Суббота,6
RT45622,2019-10-05,854,68,Средняя,Ясно,Грузовик,24345.0,Ночь,Суббота,11
MR90136,2019-10-05,1724,69,Малая,Ясно,Фургон,19019.0,Утро,Суббота,24
RTE40961,2019-10-05,297,89,Средняя,Ясно,,23429.0,Вечер,Суббота,4
MR77885,2019-10-05,1149,62,Средняя,Ясно,Грузовик,19309.0,День,Суббота,16
RT70479,2019-10-06,1830,56,Малая,Ясно,Прицеп,23320.0,День,Воскресенье,28
RT68937,2019-10-06,1444,82,,,Прицеп,26876.0,Вечер,Воскресенье,16
MR48114,2019-10-06,193,65,Средняя,Ясно,Прицеп,18764.0,Утро,Воскресенье,2
