ID заказа,Дата заказа,Тип клиента,Категория груза,Вес груза (кг),Объём груза (м³),Требуемое время доставки (дней),Расстояние до клиента (км),Особые условия,Приоритет доставки
OC49961,2019-06-23,Корпоративный,Продукты питания,317.31,1.34,2.0,150.0,Требуется холод,Высокий
OR65090,2019-06-23,Частный,Медикаменты,455.35,2.13,1.0,92.0,Требуется холод,Высокий
OD78753,2019-06-23,Частный,Продукты питания,2665.28,13.9,8.0,646.0,,Низкий
OC56604,2019-06-23,Корпоративный,Продукты питания,377.17,1.9,3.0,228.0,Требуется холод,Высокий
OR38335,2019-06-23,Корпоративный,Медикаменты,,3.89,1.0,45.0,Требуется холод,Высокий
OR14636,2019-06-23,Корпоративный,Продукты питания,2496.14,10.35,13.0,827.0,Требуется аккуратность,Низкий
OC30553,2019-06-24,Корпоративный,Техника,363.0,1.97,2.0,186.0,Требуется холод,Высокий
OC62450,2019-06-24,Корпоративный,Одежда,599.74,2.85,1.0,8.0,Требуется холод,Высокий
OR61998,2019-06-24,Корпоративный,Техника,459.48,2.7,2.0,192.0,Требуется холод,Высокий
OC20028,,Корпоративный,Продукты питания,2568.35,11.69,7.0,712.0,Требуется аккуратность,Низкий
OC48983,2019-06-24,Корпоративный,Продукты питания,457.21,2.73,1.0,41.0,Требуется холод,Высокий
OC88423,,Корпоративный,Медикаменты,461.1,2.65,4.0,229.0,Требуется холод,Высокий
OR55399,2019-06-24,Корпоративный,Стройматериалы,292.88,1.61,2.0,156.0,Требуется аккуратность,Высокий
OC71130,2019-06-24,Корпоративный,Медикаменты,412.7,1.83,1.0,46.0,Требуется холод,Высокий
,,Частный,Техника,2497.6,13.33,6.0,606.0,Нет,Низкий
OD18480,2019-06-24,Корпоративный,Одежда,1494.13,6.44,3.0,408.0,Нет,Средний
OD16441,2019-06-24,Частный,Продукты питания,2654.8,13.82,14.0,724.0,Требуется аккуратность,Низкий
OR95307,2019-06-24,Корпоративный,Стройматериалы,580.66,3.13,1.0,19.0,Требуется холод,Высокий
OR30590,2019-06-24,Частный,Продукты питания,755.66,3.52,2.0,172.0,Требуется холод,Высокий
OR17810,2019-06-24,Корпоративный,Продукты питания,2584.46,15.48,6.0,673.0,Требуется аккуратность,Низкий
OR43005,2019-06-24,Корпоративный,Одежда,,1.26,1.0,85.0,Требуется холод,Высокий
OR83551,2019-06-24,Частный,Одежда,,7.89,5.0,392.0,Требуется аккуратность,Средний
OR34747,2019-06-24,Корпоративный,Одежда,2479.58,10.35,,732.0,Нет,Низкий
OC50219,2019-06-24,Частный,Продукты питания,342.38,1.78,1.0,28.0,Требуется аккуратность,Высокий
OR54005,2019-06-24,Частный,Стройматериалы,614.69,3.35,2.0,174.0,Требуется холод,Высокий
OD34712,,Корпоративный,Продукты питания,395.87,1.7,4.0,264.0,Требуется аккуратность,Высокий
OC74811,2019-06-25,Корпоративный,Стройматериалы,808.56,4.69,1.0,15.0,Требуется холод,Высокий
OC31325,,Частный,Стройматериалы,2163.25,11.09,6.0,689.0,Требуется аккуратность,Низкий
OC66234,2019-06-25,Частный,Одежда,2560.46,,,810.0,,Низкий
,2019-06-25,Корпоративный,Техника,1419.18,8.41,4.0,290.0,Требуется аккуратность,Средний
OR84773,2019-06-25,Частный,Продукты питания,1384.49,6.82,3.0,207.0,Требуется аккуратность,Средний
OD17022,2019-06-25,Частный,Стройматериалы,756.25,4.45,1.0,1.0,Нет,Высокий
OR54916,2019-06-25,Частный,Продукты питания,254.09,1.31,1.0,,Требуется аккуратность,Высокий
OR39712,2019-06-25,Частный,Одежда,431.78,1.92,2.0,210.0,Нет,Высокий
OR41211,2019-06-25,Корпоративный,Техника,1301.88,6.36,4.0,,Требуется аккуратность,Средний
OR13959,2019-06-25,Частный,Техника,1589.62,7.78,4.0,448.0,Требуется аккуратность,Средний
OD91054,2019-06-25,Частный,Техника,608.0,3.51,2.0,101.0,Требуется холод,Высокий
OC21045,2019-06-25,Частный,Стройматериалы,682.19,3.44,1.0,93.0,Нет,Высокий
OC49788,2019-06-25,Корпоративный,Одежда,1775.47,9.99,3.0,355.0,Требуется аккуратность,Средний
OR39794,2019-06-25,Корпоративный,Стройматериалы,502.82,2.84,2.0,146.0,Требуется холод,Высокий
OD71087,2019-06-25,Частный,Техника,337.12,1.69,2.0,198.0,Требуется холод,Высокий
OD32143,2019-06-25,Корпоративный,Техника,2902.71,12.19,5.0,578.0,Требуется аккуратность,Низкий
OC14310,2019-06-26,Частный,Техника,393.72,2.21,,184.0,Требуется аккуратность,Высокий
OD19937,2019-06-26,Корпоративный,Медикаменты,377.8,2.22,2.0,86.0,,Высокий
OD65949,2019-06-26,Корпоративный,Медикаменты,1549.78,9.22,3.0,164.0,Нет,Средний
OD64180,2019-06-26,Частный,Стройматериалы,2450.41,11.08,12.0,733.0,Требуется аккуратность,Низкий
OD57392,2019-06-26,Корпоративный,Техника,1631.73,6.99,6.0,346.0,Нет,Средний
,2019-06-26,Корпоративный,Стройматериалы,440.99,1.89,1.0,,Требуется холод,Высокий
OR10909,2019-06-26,Корпоративный,Техника,614.75,,2.0,195.0,Нет,Высокий
OR33176,2019-06-26,Корпоративный,Одежда,1391.71,7.47,4.0,385.0,Нет,Средний
OR85130,2019-06-26,Корпоративный,Продукты питания,83.74,0.49,29.0,2128.0,Нет,
OR44811,2019-06-26,Корпоративный,Техника,687.79,2.86,1.0,20.0,Требуется холод,Высокий
OD30437,2019-06-26,Частный,Стройматериалы,2554.53,12.58,10.0,704.0,Требуется аккуратность,Низкий
OC91151,2019-06-26,Корпоративный,Продукты питания,1626.24,8.83,4.0,270.0,Требуется аккуратность,Средний
OR52047,2019-06-26,Частный,Продукты питания,2751.52,,8.0,618.0,Требуется аккуратность,Низкий
OR92548,2019-06-26,Частный,Техника,1408.37,7.91,4.0,283.0,Требуется аккуратность,Средний
,2019-06-26,Корпоративный,Продукты питания,566.79,2.79,1.0,,Нет,Высокий
OR48699,2019-06-26,Частный,Продукты питания,2158.15,8.65,11.0,829.0,,Низкий
OC40456,2019-06-26,Частный,Медикаменты,312.09,1.33,2.0,128.0,Требуется холод,Высокий
OR98029,2019-06-26,Корпоративный,Одежда,2298.31,9.56,14.0,813.0,,Низкий
OD81720,2019-06-27,Корпоративный,Продукты питания,2.51,0.01,1.0,62.0,Требуется холод,Высокий
OD56208,2019-06-27,Корпоративный,Медикаменты,401.88,2.18,1.0,36.0,Требуется холод,Высокий
OR64095,2019-06-27,Частный,Одежда,2710.51,14.88,13.0,771.0,Требуется аккуратность,Низкий
OD96297,2019-06-27,Корпоративный,Продукты питания,209.75,0.98,2.0,143.0,Требуется холод,Высокий
OD46474,2019-06-27,Частный,Продукты питания,376.54,1.68,1.0,122.0,Нет,Высокий
OR42189,2019-06-27,Корпоративный,Продукты питания,319.97,1.59,1.0,85.0,Требуется холод,Высокий
OR46534,2019-06-27,Корпоративный,Стройматериалы,1687.79,8.43,2.0,,Требуется аккуратность,Средний
OD44310,2019-06-27,Корпоративный,Медикаменты,536.17,3.08,1.0,41.0,Требуется холод,Высокий
OC56921,2019-06-27,Частный,Продукты питания,1503.91,8.6,3.0,306.0,Нет,Средний
,2019-06-28,Корпоративный,Одежда,2473.48,10.72,9.0,743.0,Требуется аккуратность,Низкий
OC29824,2019-06-28,Частный,Медикаменты,165.77,0.69,1.0,163.0,Требуется холод,Высокий
OD32127,2019-06-28,Частный,Продукты питания,2486.92,12.16,7.0,676.0,Нет,Низкий
,2019-06-28,Частный,Продукты питания,347.31,1.79,2.0,206.0,Нет,Высокий
OC62092,2019-06-28,Корпоративный,Медикаменты,164.88,0.97,1.0,65.0,Требуется холод,Высокий
OC73914,2019-06-28,Корпоративный,Одежда,28664.91,165.22,10.0,642.0,Требуется холод,
OD98943,2019-06-28,Корпоративный,Стройматериалы,2237.02,12.58,6.0,633.0,Требуется аккуратность,Низкий
OC72173,2019-06-28,Корпоративный,Продукты питания,280.83,1.66,,80.0,Требуется холод,Высокий
OR69765,2019-06-28,Частный,Медикаменты,114.89,0.62,1.0,39.0,Требуется аккуратность,Высокий
OC25127,2019-06-28,Частный,Медикаменты,313.38,1.35,,80.0,Требуется холод,Высокий
OD24462,2019-06-28,Корпоративный,Техника,114.8,0.66,3.0,220.0,Требуется холод,Высокий
,,Корпоративный,Медикаменты,755.69,4.08,1.0,48.0,Требуется холод,Высокий
OC75701,2019-06-28,Частный,Продукты питания,126.66,0.7,1.0,63.0,,Высокий
OR80479,2019-06-28,Частный,Одежда,2438.59,12.44,5.0,633.0,Нет,Низкий
OD66398,2019-06-28,Частный,Медикаменты,640.41,,2.0,102.0,Требуется холод,Высокий
OD96192,2019-06-28,Корпоративный,Продукты питания,2585.67,14.57,8.0,771.0,,Низкий
OD59503,2019-06-28,Корпоративный,Стройматериалы,2365.52,9.93,7.0,733.0,Нет,Низкий
