Расстояние (км),Вес груза (кг),Объём груза (м³),Плотность (кг/м³),Стоимость топлива (тенге/л),Тип груза,Тип транспорта,Зарплата водителя (тенге),Налоги и сборы (тенге),Стоимость доставки (тенге)
148.0,456.0,1.0019239074765025,455.0,252.0,Продукты,Тент,155131.0,25145.0,208347.0
779.0,4302.0,34.3,125.0,207.0,Мебель,Тент,115431.0,24619.0,200292.0
460.0,38887.0,69.1,563.0,206.0,Одежда,Грузовик,127032.0,28258.0,148286.0
197.0,8272.0,4.8,1723.0,247.0,Стройматериалы,Грузовик,109922.0,22860.0,138847.0
832.0,14378.0,41.54483800104947,346.0,201.0,Мебель,Грузовик,137400.0,32232.0,211828.0
2866.0,26843.0,43.3,620.0,240.0,Стройматериалы,Грузовик,174011.0,39384.0,373237.0
859.0,1580.0,2.3341538204030106,677.0,256.0,Продукты,Тент,107436.0,19463.0,221487.0
1977.0,16035.0,62.7,256.0,209.0,Стройматериалы,Грузовик,151337.0,33592.0,250881.0
435.0,6882.0,46.6,148.0,205.0,Мебель,Грузовик,183181.0,42909.0,231754.0
1723.0,18142.0,42.9,423.0,244.0,Стройматериалы,Грузовик,189407.0,28777.0,312892.0
3083.0,7303.0,18.6,393.0,234.0,Техника,Тент,150817.0,23016.0,334646.0
909.0,871.0,1.6290128149348029,535.0,189.0,Продукты,Тент,122489.0,18764.0,216012.0
2683.0,24465.0,97.9,250.0,232.0,Стройматериалы,Грузовик,165356.0,32644.0,341277.0
2925.0,1660.0,7.4,224.0,189.0,Техника,Тент,182256.0,33678.0,345838.0
1852.0,21081.0,50.3,419.0,210.0,Стройматериалы,Тент,115684.0,28302.0,230123.0
930.0,688.0,1.320787317540435,521.0,193.0,Продукты,Тент,116239.0,24125.0,193898.0
1933.0,6197.0,23.8,260.0,205.0,Техника,Грузовик,111738.0,,207999.0
2379.0,6446.0,59.7,108.0,238.0,Мебель,Тент,140833.0,26051.0,305640.0
603.0,31716.0,14.5,2187.0,252.0,Стройматериалы,Грузовик,113262.0,22677.0,154431.0
1355.0,1409.0,2.3,613.0,249.0,Одежда,Грузовик,115228.0,19480.0,161699.0
983.0,14794.0,21.146891717639072,700.0,180.0,Продукты,Грузовик,184160.0,43161.0,289330.0
871.0,34900.0,91.1,383.0,230.0,Стройматериалы,Тент,176960.0,39653.0,255656.0
2649.0,38354.0,61.5,624.0,247.0,Продукты,Грузовик,,,389197.0
1307.0,19560.0,11.8,1658.0,191.0,Стройматериалы,Грузовик,112301.0,22223.0,173901.0
1118.0,4341.0,9.4,462.0,250.0,Продукты,Грузовик,124934.0,30449.0,221932.0
1804.0,1049.0,1.9,552.0,214.0,Продукты,Грузовик,106050.0,17540.0,222695.0
677.0,5269.0,58.130115936363936,91.0,227.0,Мебель,Грузовик,119955.0,20018.0,188002.0
732.0,24184.0,15.3,1581.0,241.0,Стройматериалы,Грузовик,168997.0,25776.0,232774.0
1640.0,2135.0,11.6,184.0,198.0,Мебель,Грузовик,101942.0,23970.0,225103.0
1300.0,26369.0,72.1,366.0,199.0,Техника,Грузовик,183016.0,31680.0,250933.0
944.0,9865.0,47.4,208.0,218.0,Техника,Тент,,,216476.0
248.0,12244.0,22.7218806649032,539.0,198.0,Мебель,Тент,,,192437.0
1595.0,14921.0,42.3,353.0,213.0,Техника,Грузовик,165765.0,25389.0,252292.0
2421.0,13275.0,28.1,472.0,194.0,Продукты,Грузовик,,,327129.0
2654.0,14295.0,7.2,1985.0,251.0,Стройматериалы,Грузовик,103442.0,20117.0,287086.0
774.0,1589.0,2.7183113350669346,585.0,225.0,Продукты,Тент,163437.0,27579.0,275685.0
1715.0,12252.0,7.6,1612.0,186.0,Стройматериалы,Грузовик,111982.0,23377.0,215421.0
2587.0,3264.0,12.0,272.0,206.0,Техника,Тент,,,265320.0
1240.0,4553.0,15.7,290.0,255.0,Техника,Тент,,,256673.0
2841.0,5999.0,47.1,127.0,256.0,Мебель,Тент,194184.0,45626.0,466172.0
2737.0,559.0,0.8927711092111691,626.0,182.0,Продукты,Тент,189453.0,30755.0,392883.0
686.0,2894.0,17.9,162.0,217.0,Мебель,Грузовик,182011.0,34589.0,242262.0
799.0,5530.0,36.8,150.0,231.0,Мебель,Грузовик,161578.0,39214.0,221341.0
582.0,2242.0,21.8,103.0,242.0,Мебель,Тент,102618.0,22060.0,149239.0
653.0,9534.0,55.7,171.0,247.0,Мебель,Грузовик,186124.0,32104.0,276049.0
2621.0,4033.0,36.2,111.0,211.0,Мебель,Грузовик,180607.0,32583.0,338294.0
2749.0,2863.0,26.4,108.0,246.0,Мебель,Грузовик,127985.0,28150.0,349794.0
225.0,29966.0,62.3,481.0,216.0,Одежда,Тент,185353.0,32968.0,177159.0
1714.0,8270.0,27.2,304.0,204.0,Техника,Тент,188253.0,38302.0,307836.0
1802.0,33595.0,55.2,609.0,235.0,Стройматериалы,Тент,191331.0,37944.0,325248.0
1243.0,1971.0,4.775920219273252,413.0,257.0,Продукты,Тент,111317.0,18139.0,241151.0
1911.0,1354.0,3.464978620159956,391.0,254.0,Продукты,Рефрижератор,155566.0,24772.0,441160.0
2984.0,6834.0,22.4,305.0,252.0,Техника,Грузовик,130431.0,28879.0,290321.0
569.0,10180.0,4.1,2483.0,202.0,Стройматериалы,Грузовик,120980.0,22110.0,173988.0
411.0,8886.0,22.3,398.0,186.0,Техника,Грузовик,185219.0,41419.0,200037.0
174.0,5734.0,16.1,356.0,259.0,Техника,Грузовик,174196.0,31146.0,194336.0
1173.0,1265.0,3.7,342.0,197.0,Продукты,Рефрижератор,145520.0,32860.0,353783.0
1002.0,9063.0,14.7,617.0,222.0,Одежда,Грузовик,164825.0,34232.0,218658.0
1316.0,10462.0,36.8,284.0,207.0,Техника,Грузовик,118986.0,28377.0,192628.0
1547.0,31715.0,65.6,483.0,192.0,Продукты,Грузовик,163829.0,26526.0,311266.0
2174.0,10426.0,17.99911927696181,579.0,235.0,Мебель,Грузовик,157058.0,38468.0,360731.0
1215.0,676.0,2.0649161456919325,327.0,213.0,Продукты,Тент,129104.0,23293.0,239647.0
1045.0,4918.0,10.956775800155848,449.0,206.0,Мебель,Грузовик,195942.0,38824.0,307834.0
2470.0,27213.0,48.1,566.0,224.0,Стройматериалы,Грузовик,120289.0,26477.0,255393.0
2421.0,4456.0,53.1,84.0,184.0,Мебель,Грузовик,158353.0,23832.0,299285.0
787.0,5406.0,60.9,89.0,229.0,Мебель,Грузовик,143463.0,27521.0,197697.0
940.0,13713.0,38.7,354.0,187.0,Техника,Тент,198622.0,29855.0,252778.0
2531.0,14871.0,91.7,162.0,190.0,Мебель,Грузовик,157230.0,30420.0,342683.0
300.0,1259.0,8.2,154.0,183.0,Мебель,Грузовик,,,202936.0
992.0,8214.0,22.9,359.0,218.0,Техника,Тент,136849.0,21451.0,190147.0
1443.0,34857.0,53.5,652.0,208.0,Продукты,Грузовик,175270.0,37914.0,325656.0
592.0,1437.0,10.7,134.0,230.0,Мебель,Тент,144604.0,29937.0,207356.0
571.0,16111.0,25.9,622.0,211.0,Одежда,Грузовик,114663.0,21672.0,130273.0
1237.0,35465.0,21.1,1681.0,200.0,Стройматериалы,Грузовик,156515.0,34079.0,218712.0
2273.0,2695.0,17.8,151.0,222.0,Мебель,Грузовик,144778.0,23408.0,303220.0
2651.0,10738.0,50.1,214.0,222.0,Техника,Грузовик,130194.0,24672.0,268242.0
2989.0,8010.0,45.3,177.0,250.0,Мебель,Грузовик,175760.0,30574.0,396775.0
299.0,1738.0,3.6982670780202302,470.0,181.0,Продукты,Рефрижератор,120184.0,28174.0,229911.0
718.0,16544.0,30.6,541.0,246.0,Стройматериалы,Грузовик,143038.0,33879.0,213500.0
2323.0,1034.0,1.5710902039450738,658.0,260.0,Продукты,Рефрижератор,165358.0,38868.0,473374.0
1703.0,25893.0,69.1,375.0,237.0,Стройматериалы,Тент,172405.0,26453.0,303332.0
985.0,3244.0,41.0,79.0,256.0,Мебель,Тент,139772.0,21981.0,217732.0
672.0,27673.0,62.1,446.0,219.0,Стройматериалы,Грузовик,149602.0,24523.0,179523.0
860.0,3883.0,33.0,118.0,199.0,Мебель,Тент,113924.0,19171.0,167034.0
1356.0,14403.0,40.6,355.0,241.0,Техника,Грузовик,188872.0,44156.0,297011.0
595.0,1969.0,3.725767452778152,528.0,232.0,Продукты,Тент,119698.0,22054.0,187230.0
2977.0,1902.0,6.045014355576104,315.0,194.0,Продукты,Рефрижератор,154912.0,24456.0,484967.0
394.0,20108.0,18.0,1117.0,221.0,Стройматериалы,Грузовик,132990.0,24269.0,175216.0
3066.0,24928.0,19.8,1259.0,232.0,Стройматериалы,Грузовик,116201.0,27010.0,299387.0
2636.0,23768.0,11.1,2141.0,208.0,Стройматериалы,Грузовик,199591.0,46490.0,405933.0
1285.0,535.0,0.8378518326190888,639.0,209.0,,Рефрижератор,178994.0,29634.0,329442.0
2115.0,22425.0,9.8,2288.0,251.0,Стройматериалы,Тент,199481.0,45955.0,363460.0
2067.0,31826.0,22.3,1427.0,253.0,Стройматериалы,Тент,144516.0,22433.0,310745.0
727.0,1663.0,9.6,173.0,215.0,Мебель,Грузовик,138068.0,27645.0,191813.0
1021.0,5095.0,31.6,161.0,225.0,Мебель,Грузовик,193750.0,35969.0,300609.0
1501.0,3273.0,,413.0,187.0,Мебель,Грузовик,164939.0,33829.0,268816.0
1871.0,6852.0,43.6,157.0,244.0,Мебель,Тент,138582.0,25258.0,273356.0
1649.0,29877.0,93.6,319.0,206.0,Стройматериалы,Грузовик,124475.0,24482.0,233030.0
1453.0,1440.0,9.6,150.0,246.0,Мебель,Грузовик,153079.0,26635.0,262759.0
1371.0,5612.0,61.0,92.0,187.0,Мебель,Грузовик,164351.0,31651.0,283257.0
1509.0,1841.0,5.712632844935272,322.0,232.0,Продукты,Тент,196642.0,37914.0,388848.0
1401.0,1698.0,5.2,327.0,224.0,Техника,Тент,182223.0,38023.0,273600.0
1714.0,1958.0,3.671557841322623,533.0,240.0,Продукты,Тент,164203.0,28280.0,306084.0
2661.0,990.0,1.438515870624101,688.0,190.0,Продукты,Рефрижератор,179879.0,44043.0,502628.0
1882.0,9801.0,46.6,210.0,195.0,Техника,Тент,,,236245.0
2225.0,3623.0,9.844871850612572,368.0,247.0,Техника,Грузовик,109401.0,22758.0,229559.0
1907.0,18722.0,99.7,188.0,190.0,Продукты,Грузовик,179579.0,38235.0,364593.0
1917.0,20373.0,57.34946097050742,355.0,238.0,Одежда,Тент,118893.0,26410.0,218144.0
1686.0,28916.0,18.368701222425408,1574.0,258.0,Стройматериалы,Грузовик,174181.0,38706.0,321941.0
164.0,19905.0,107.4,185.0,215.0,Техника,Грузовик,160204.0,39725.0,170133.0
3047.0,24751.0,31.52616376558837,785.0,188.0,Стройматериалы,Тент,175493.0,32180.0,380526.0
189.0,1984.0,13.1,151.0,189.0,Мебель,Грузовик,147969.0,29187.0,192332.0
1268.0,3424.0,25.3,135.0,185.0,Мебель,Тент,173344.0,26046.0,239886.0
367.0,21444.0,53.0,405.0,256.0,Стройматериалы,Тент,123002.0,26726.0,172886.0
368.0,4051.0,10.2,397.0,260.0,Продукты,Грузовик,173096.0,39008.0,260045.0
2300.0,29270.0,12.0,2439.0,188.0,Стройматериалы,Грузовик,150898.0,26738.0,268672.0
1324.0,1887.0,13.676380387741636,138.0,187.0,Мебель,Грузовик,148982.0,29469.0,252543.0
2289.0,1027.0,10.0,103.0,247.0,Мебель,Тент,156470.0,34385.0,371122.0
854.0,7965.0,11.409777750333834,698.0,217.0,Мебель,Тент,132164.0,26560.0,218222.0
853.0,18694.0,61.4,304.0,227.0,Техника,Грузовик,172648.0,38877.0,209474.0
842.0,22453.0,63.9,351.0,259.0,Техника,Тент,140114.0,21285.0,180798.0
1962.0,3911.0,9.1,430.0,216.0,Продукты,Грузовик,130090.0,29609.0,312772.0
2553.0,20129.0,76.0,265.0,217.0,Техника,Грузовик,133450.0,21280.0,286677.0
1388.0,3014.0,42.7,71.0,219.0,Мебель,Тент,119052.0,23835.0,242096.0
1244.0,26141.0,16.9,1547.0,250.0,Стройматериалы,Грузовик,173343.0,31275.0,280358.0
2988.0,4009.0,11.5,349.0,233.0,Техника,Грузовик,106146.0,19902.0,288147.0
424.0,1991.0,14.8,135.0,245.0,Мебель,Грузовик,181696.0,36820.0,219434.0
1434.0,15668.0,51.4,305.0,204.0,Техника,Тент,151140.0,34068.0,215361.0
1268.0,3662.0,38.1,96.0,248.0,Мебель,Грузовик,142209.0,26478.0,257799.0
381.0,7229.0,14.5,499.0,233.0,Одежда,Тент,172504.0,39659.0,186901.0
815.0,9523.0,14.862539458286744,641.0,219.0,Мебель,Тент,119941.0,26036.0,177028.0
173.0,1298.0,2.500749901482388,519.0,235.0,Продукты,Тент,181445.0,43062.0,273530.0
2554.0,21789.0,67.5,323.0,250.0,Техника,Грузовик,188454.0,41409.0,343043.0
1892.0,10102.0,29.5,342.0,192.0,Техника,Тент,165331.0,38484.0,249031.0
2527.0,36682.0,61.4,597.0,241.0,Одежда,Грузовик,114231.0,27409.0,242744.0
1511.0,1559.0,4.350518961568413,358.0,223.0,Продукты,Тент,180977.0,42536.0,314868.0
1916.0,12212.0,42.1,290.0,244.0,Техника,Грузовик,118343.0,28470.0,251736.0
2008.0,1043.0,2.907814489893964,359.0,219.0,Продукты,Тент,127915.0,30050.0,302958.0
2558.0,6774.0,34.0,199.0,222.0,Мебель,Грузовик,143312.0,29660.0,302299.0
335.0,32500.0,95.4,341.0,192.0,Стройматериалы,Грузовик,183867.0,43725.0,244048.0
1011.0,,64.2,,193.0,Стройматериалы,Грузовик,,,217070.0
2140.0,29318.0,19.0,1543.0,191.0,Стройматериалы,Грузовик,135178.0,26296.0,234213.0
2746.0,1328.0,4.2,316.0,191.0,Техника,Тент,163846.0,31341.0,282835.0
3046.0,5951.0,26.0,229.0,246.0,Техника,Грузовик,138694.0,23716.0,345559.0
1973.0,14266.0,38.3,372.0,207.0,Техника,Тент,142044.0,35096.0,259109.0
618.0,1903.0,4.9,388.0,254.0,Техника,Тент,138941.0,32766.0,189096.0
442.0,20016.0,42.0,477.0,199.0,Стройматериалы,Грузовик,192699.0,34851.0,232079.0
2712.0,22283.0,38.2,583.0,255.0,Продукты,Грузовик,150196.0,24765.0,423830.0
1318.0,1261.0,17.5,72.0,207.0,Мебель,Грузовик,151239.0,31511.0,274047.0
655.0,13964.0,67.8,206.0,230.0,Техника,Грузовик,179729.0,38488.0,217776.0
2918.0,5281.0,2.3,2296.0,187.0,Стройматериалы,Тент,113427.0,26462.0,263764.0
377.0,21336.0,62.6,341.0,222.0,Стройматериалы,Тент,158935.0,30100.0,203420.0
2247.0,512.0,0.8859967516681462,578.0,203.0,Продукты,Тент,182555.0,40063.0,403274.0
1955.0,629.0,0.9900254363704668,635.0,232.0,Продукты,Тент,133442.0,20269.0,314559.0
344.0,5359.0,11.4,470.0,206.0,Одежда,Грузовик,139281.0,33424.0,144716.0
1005.0,15032.0,105.3,143.0,189.0,Мебель,Грузовик,145161.0,25465.0,217876.0
491.0,769.0,1.5,513.0,184.0,Продукты,Тент,105942.0,22119.0,176936.0
1938.0,1179.0,2.397189919711909,492.0,211.0,Продукты,Рефрижератор,150424.0,30681.0,396169.0
1528.0,12870.0,28.2,456.0,234.0,Одежда,Грузовик,196736.0,44950.0,264693.0
94.0,11072.0,56.0,198.0,232.0,Мебель,Тент,110023.0,25184.0,130124.0
2737.0,21854.0,61.6,355.0,228.0,Техника,Грузовик,137774.0,25890.0,313228.0
1158.0,15278.0,28.0,546.0,225.0,Стройматериалы,Тент,190482.0,33680.0,295641.0
807.0,2705.0,8.7,311.0,205.0,Техника,Тент,143929.0,29605.0,208735.0
748.0,4249.0,33.2,128.0,241.0,Мебель,Тент,159676.0,29030.0,235354.0
560.0,10012.0,19.37051114528246,517.0,182.0,Мебель,Грузовик,126891.0,23626.0,156969.0
3086.0,3498.0,1.9,1841.0,233.0,Стройматериалы,Грузовик,,,371589.0
952.0,5629.0,20.1,280.0,229.0,Техника,Тент,153498.0,30873.0,216877.0
1243.0,1609.0,4.316948022450798,373.0,259.0,Продукты,Рефрижератор,182645.0,37452.0,425734.0
2557.0,1747.0,4.380738010033512,399.0,254.0,Продукты,Тент,,,371005.0
1936.0,3561.0,45.4,78.0,219.0,Мебель,Грузовик,111192.0,24976.0,243869.0
1116.0,3881.0,38.5,101.0,224.0,Мебель,Тент,127448.0,23455.0,201674.0
2827.0,6048.0,22.3,271.0,183.0,Техника,Грузовик,177848.0,42457.0,306663.0
2357.0,4937.0,34.1,145.0,192.0,Мебель,Грузовик,178625.0,39927.0,353473.0
740.0,24464.0,51.8,472.0,233.0,Стройматериалы,Грузовик,118169.0,26194.0,193115.0
2029.0,2034.0,27.3,75.0,236.0,Мебель,Грузовик,160797.0,33162.0,314405.0
,12209.0,35.4,345.0,239.0,Техника,Тент,149569.0,35362.0,
1560.0,1258.0,14.5,87.0,259.0,Мебель,Тент,109216.0,20317.0,222214.0
2264.0,5861.0,70.5,83.0,247.0,Мебель,Грузовик,145590.0,24073.0,323445.0
2766.0,22242.0,47.2,471.0,209.0,Стройматериалы,Тент,147862.0,25474.0,349147.0
1976.0,736.0,2.204203487014592,334.0,248.0,Продукты,Рефрижератор,192611.0,42304.0,544431.0
401.0,16671.0,54.5,306.0,247.0,Техника,Грузовик,192017.0,35671.0,215817.0
804.0,4812.0,13.7,351.0,214.0,Техника,Грузовик,109589.0,23607.0,146555.0
1768.0,9936.0,29.0,343.0,220.0,Продукты,Грузовик,136080.0,31722.0,273671.0
911.0,3806.0,6.9,552.0,259.0,Продукты,Грузовик,105899.0,21660.0,201975.0
2754.0,15998.0,47.8,335.0,197.0,,Грузовик,167424.0,38715.0,301193.0
1212.0,34815.0,98.9,352.0,203.0,Стройматериалы,Грузовик,106868.0,19010.0,179073.0
1443.0,2666.0,27.4,97.0,237.0,Мебель,Грузовик,158989.0,39186.0,289298.0
2011.0,19100.0,22.7,841.0,204.0,Стройматериалы,Грузовик,,,299056.0
1564.0,26469.0,73.6,360.0,200.0,Техника,Грузовик,185583.0,45873.0,287608.0
1189.0,1977.0,3.5611745850786973,555.0,183.0,Продукты,Тент,178136.0,35809.0,281583.0
310.0,34329.0,36.4,943.0,188.0,Стройматериалы,Тент,158328.0,37392.0,188214.0
1828.0,15978.0,26.7,598.0,257.0,Одежда,Грузовик,135967.0,25805.0,233714.0
2726.0,985.0,2.3214711501306096,424.0,253.0,Продукты,Рефрижератор,168538.0,36353.0,527379.0
2093.0,1798.0,2.598461654558146,692.0,223.0,Продукты,Рефрижератор,125141.0,19369.0,338614.0
1159.0,23481.0,9.5,2472.0,216.0,Стройматериалы,Грузовик,121462.0,18568.0,202398.0
452.0,12858.0,31.3,411.0,211.0,Одежда,Грузовик,175452.0,28416.0,180097.0
2423.0,25710.0,52.7,488.0,195.0,Стройматериалы,Грузовик,175508.0,28521.0,336881.0
2938.0,1619.0,3.4,476.0,200.0,Продукты,Тент,190562.0,30254.0,444709.0
1154.0,16874.0,73.4,230.0,240.0,Техника,Грузовик,122361.0,24896.0,193086.0
2131.0,10938.0,39.0,280.0,237.0,Техника,Грузовик,197675.0,38745.0,329180.0
1339.0,17395.0,45.8,380.0,199.0,Техника,Грузовик,145742.0,27741.0,222842.0
1493.0,11349.0,30.2,376.0,255.0,Техника,Грузовик,135081.0,24079.0,230833.0
2429.0,3889.0,37.6,103.0,189.0,Мебель,Тент,118912.0,20516.0,286254.0
333.0,14086.0,44.2,319.0,226.0,Техника,Тент,,,167417.0
1695.0,27189.0,15.2,1789.0,241.0,Стройматериалы,Грузовик,101150.0,21732.0,213383.0
701.0,9220.0,46.1,200.0,222.0,Техника,Тент,181076.0,33137.0,204892.0
